¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(342.23, 7.17, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379446
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31369
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291488
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492793
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708452
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92463
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15014
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391967
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65194
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932061
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234759
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594862
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985197
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399384
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855131
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48563
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21194
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06393
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20158
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09489
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78778
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89121
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32676
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287947
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48901
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701972
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917602
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142668
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383944
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643286
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922743
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224687
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591433
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982994
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396962
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85249
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50842
‡(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23808
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10346
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26093
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20871
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85291
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90142
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33968
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284461
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485285
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695053
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910586
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135325
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376112
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634862
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913638
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218583
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588116
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981009
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394762
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867118
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53127
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2643
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14316
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32933
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3478
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91743
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91155
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35245
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281071
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481653
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688308
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903329
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128203
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368472
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626626
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904801
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215639
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58494
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979233
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392812
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887101
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55408
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29063
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18296
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39747
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52518
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96174
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92151
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36504
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277739
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478082
…(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681645
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896244
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121249
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361019
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618641
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896158
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21285
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581854
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977673
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3911
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907075
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57689
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32141
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22287
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47748
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70335
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96971
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93135
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37744
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274471
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474586
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675152
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889326
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114512
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353774
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61088
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887783
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210173
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578927
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976294
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389622
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927069
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59974
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35563
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26287
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59692
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88221
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97761
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94104
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38969
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271303
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468952
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668819
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882546
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107936
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346725
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603298
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879622
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207605
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576139
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97518
†(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388423
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947029
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62253
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38997
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31767
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71719
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99087
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98536
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9506
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40175
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268163
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463121
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662624
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875893
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101566
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339891
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595893
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871681
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205177
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573452
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974265
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387392
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966961
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64534
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4243
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38817
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83829
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03799
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99301
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96001
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41367
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265126
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457443
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656569
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869429
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095357
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33322
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588783
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866197
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202815
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570913
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973582
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388737
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986889
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66813
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48344
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4592
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96019
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08439
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00053
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96927
‚(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42534
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262128
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451888
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650648
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863115
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089335
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326765
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581835
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864157
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200609
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568474
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972264
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40629
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00677
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68809
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54408
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53976
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07363
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1301
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00792
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97843
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43686
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259204
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446516
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644897
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856943
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083527
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320538
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575119
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86223
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19851
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566153
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969731
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423786
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02666
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70402
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60504
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62576
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17233
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17512
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0152
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9874
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44819
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255559
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441199
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63926
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850886
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07757
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314466
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568625
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860401
†(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196504
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563977
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967332
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441252
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04148
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71988
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6664
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71239
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27132
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2194
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02239
(342.16, 7.10, 311.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99621
