¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58993
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551114
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786335
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04019
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314907
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613088
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937843
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292841
…(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682449
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11189
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587547
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11715
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71039
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37936
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15788
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08239
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13569
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32504
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73564
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43529
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61605
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33944
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331445
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549927
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785069
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038798
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313405
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61143
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936048
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290895
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680315
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109506
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58491
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11421
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7071
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37561
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1529
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07667
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12994
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31826
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72753
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42543
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60127
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32373
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330346
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548745
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783788
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037429
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311878
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609823
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934288
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288952
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678183
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107154
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582292
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11128
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70383
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37189
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14787
‚(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07085
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12422
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31151
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7195
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41569
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59243
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20704
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329247
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547566
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782542
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036049
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31041
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608227
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932533
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287004
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676046
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104807
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579686
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1084
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70053
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36822
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14281
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06498
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11852
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30483
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71152
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3866
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6012
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05422
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328177
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546418
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781247
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034684
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308938
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606587
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930779
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285113
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673965
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102487
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577115
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10552
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69732
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36455
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13768
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.059
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1129
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29033
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57273
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34281
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60973
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90086
ƒ(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327102
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54524
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780042
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03336
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307465
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605019
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92906
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283219
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671878
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100196
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57453
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10264
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69411
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36092
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13248
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05297
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09091
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24867
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42143
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29936
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61807
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75068
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326022
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544119
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77879
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032001
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306016
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60343
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927342
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281344
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669809
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097898
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572003
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09981
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69092
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35732
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12721
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04685
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05563
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20734
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27314
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25622
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60712
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60358
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324994
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542966
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777539
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030701
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304565
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60188
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925617
‡(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279458
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667729
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095653
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569478
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.097
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68774
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35376
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12189
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04069
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02065
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16633
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12778
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21337
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54442
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45955
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323901
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541811
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776315
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029386
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303155
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600307
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923945
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277626
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665693
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093366
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566987
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09421
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68464
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3502
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11651
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03445
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98597
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10594
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98524
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17087
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48307
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31852
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322884
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540705
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775121
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028053
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301742
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598795
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922241
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275776
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663671
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091153
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564516
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09144
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68155
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34669
‚(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11108
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02814
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95148
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03123
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84552
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1287
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42304
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19429
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321829
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539597
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7739
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026779
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300314
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597257
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92058
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273964
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661658
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088954
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562041
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0887
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67843
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34321
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10557
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02177
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91731
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95813
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76013
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08686
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34072
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0911
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32082
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538504
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772727
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025481
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298933
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595746
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91894
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272131
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659684
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086728
(402.41, 7.22, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559617
