¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.060385
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.408265
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.785657
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.172962
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129734
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701511
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3854
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17688
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36565
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87722
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50084
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.002869
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.162628
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.335348
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518729
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71379
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924063
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151355
¤(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398995
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.689141
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.038128
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.426703
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.81973
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.209994
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149141
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74118
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43096
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22974
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45497
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00301
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77659
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005587
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.167043
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340085
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718387
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929021
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156721
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406599
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.704044
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.054679
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.445189
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.854277
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.247543
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.688565
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781195
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47698
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28269
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52133
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12998
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05884
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009767
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.171517
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344884
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527351
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723068
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934073
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162188
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4143
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.718973
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.071262
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.463714
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.889301
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.285615
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.73093
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821608
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52341
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33573
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58683
‘(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3039
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34775
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014001
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176048
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349474
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531782
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727837
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939219
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167757
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422096
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.733923
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.087877
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.48228
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.924415
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.324657
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.773903
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.297426
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57033
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38965
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65245
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48748
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64355
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.018288
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180637
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.353676
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536292
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732691
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944458
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174355
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429987
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.748898
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.104518
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.500882
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.945341
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.364488
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.817491
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.343606
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61766
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44475
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71823
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6742
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01206
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022627
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185282
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357951
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540881
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73763
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949789
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181692
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.441651
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.763889
Ñ(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.121185
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.519516
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.966309
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.404876
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.861694
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.39037
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66545
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50037
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79204
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86404
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54461
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.027019
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189984
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362298
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.54555
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742657
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955215
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189118
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45522
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.778898
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.137874
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.538181
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.987319
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.44583
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.906524
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.437717
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06809
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55658
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9078
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05704
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1012
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.031464
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194742
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.36672
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550299
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747768
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960732
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196626
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.468796
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.793921
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.154582
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.556873
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.008366
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.487352
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.951981
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.485653
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12277
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61336
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02472
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23442
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68319
¾(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.035959
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199554
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371214
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555124
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752965
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966653
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204221
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.48238
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.808955
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.171308
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.575589
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.029448
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.52945
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.998074
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.534182
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17818
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.99894
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14284
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41005
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29211
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.040506
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204103
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375781
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560029
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758246
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973729
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211899
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.495969
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.823997
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.188048
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.594326
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.050557
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.566469
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.044807
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.583305
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2343
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.06237
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26209
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58746
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17893
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.045103
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208434
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38042
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565012
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763611
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980881
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21966
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.509561
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.839047
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.204798
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.613081
é(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.071694
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.59047
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.092345
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.633788
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29115
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12647
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.23815
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79787
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.04975
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.212829
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385131
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570073
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76906
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988108
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227503
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.523152
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.854099
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.221558
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.631851
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.092855
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.614503
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.141316
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.68785
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34873
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19123
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.32345
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02048
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.054449
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217291
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.389913
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57521
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774592
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995411
(335.25, 7.16, 312.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.235906
