¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨ (418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73861
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680169
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15468
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68532
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29542
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98128
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75419
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65587
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69143
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83585
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36113
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43474
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99187
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968413
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220593
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49284
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787649
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107849
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456855
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817413
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206583
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633204
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10284
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62726
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23034
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9079
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68292
¯(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57861
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60341
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73342
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22205
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27434
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72623
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944642
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194942
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465143
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757579
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075175
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421169
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778733
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164243
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586692
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05158
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56977
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16601
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83543
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59891
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50213
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51647
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63237
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08446
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07895
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46627
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70107
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576934
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169484
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43761
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727761
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042718
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385716
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740381
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122336
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540705
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00084
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51288
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10237
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76376
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51588
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41351
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4306
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53264
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94834
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87796
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21181
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32316
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487516
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716833
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966445
Ò(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23645
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642585
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350536
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702398
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080864
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495194
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95069
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45662
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03947
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69297
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43386
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16629
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78576
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43426
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81362
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68075
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96277
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95578
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468981
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695243
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943127
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211191
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501949
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813303
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153559
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52613
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917953
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.367661
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854414
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34451
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94254
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63442
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43655
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3596
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43475
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64441
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48719
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71897
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5985
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450559
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673775
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919944
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186086
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474678
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781752
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119085
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488315
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877297
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298652
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.765097
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28861
©(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87751
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55861
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34977
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2593
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3166
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51388
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08145
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48026
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25881
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43225
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652427
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8969
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161138
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447584
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75045
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084894
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450823
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837071
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254393
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715458
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23337
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81326
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48378
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26418
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16048
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20034
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38561
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90423
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90112
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95748
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414055
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631202
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873994
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136346
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420671
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719394
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050988
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41366
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797274
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210623
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666383
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17879
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74981
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41043
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17976
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06312
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08594
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25957
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73033
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67908
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66338
™(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395979
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610104
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85123
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111717
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393941
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688593
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01737
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37683
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757905
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167345
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.618445
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12486
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6887
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33967
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09651
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9672
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97338
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13572
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5597
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46186
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8877
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378021
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589133
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82861
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087249
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367393
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65804
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984039
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340325
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718963
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.124556
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.571218
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07158
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62974
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26985
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0144
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8727
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86263
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01401
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39224
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25126
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.62018
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68644
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360184
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568293
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806136
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062947
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341034
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627746
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950999
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304157
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680448
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082253
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524551
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01896
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57155
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20095
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93344
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7796
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75366
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89442
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22792
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04571
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34552
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.34978
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342469
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547584
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783811
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038809
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314863
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597705
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918247
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268319
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642357
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.040437
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47844
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966972
(418.43, 13.43, 327.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51367
