¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(324.69, 7.50, 366.32) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.05088
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422239
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803535
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186184
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605094
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05366
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53653
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06988
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5219
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98985
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49941
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11823
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.79194
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.79445
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.86936
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.77164
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.75111
¦(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.73328
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.71812
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.70563
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6958
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68861
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68407
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68217
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24055
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446113
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666698
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903938
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159846
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436595
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736796
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063526
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420333
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174673
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592481
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04722
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52944
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05745
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48595
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95088
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45695
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01169
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.73053
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.74097
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.81527
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.66426
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.64388
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.62618
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.61114
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59875
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.589
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.58189
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.5774
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.57554
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239573
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445079
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665562
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902749
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158563
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435207
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73527
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061842
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418531
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782722
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16341
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580114
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03811
¯(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5227
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02512
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.451
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91297
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41571
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96477
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.672
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.68994
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.76367
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.56077
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.54054
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.52297
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.50805
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.49575
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.48608
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.47904
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.4746
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.47278
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23865
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4441
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664497
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901597
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157315
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433874
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733831
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060248
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416813
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772646
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152429
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568106
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02487
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51637
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99368
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41706
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87616
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37564
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91649
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.61629
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.64134
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.71452
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.46106
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.44097
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.42352
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.4087
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.3965
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.38691
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.37993
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.37554
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.37375
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237809
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443137
¢(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663482
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900512
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156127
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432566
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732432
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058749
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415133
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762821
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1417
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556335
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01193
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5104
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96319
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38408
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83767
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3266
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85968
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.56611
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.59511
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.66777
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.36508
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.34512
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.32779
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.31308
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.30097
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.29146
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.28454
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2802
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.27844
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236952
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442252
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662531
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899487
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15502
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431375
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731115
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057333
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406466
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753228
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131248
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544846
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999293
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50083
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93223
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34452
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79094
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27586
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80435
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.51974
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.55122
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.62339
²(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.27272
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.25289
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.23568
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.22107
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.20905
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.19961
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.19274
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18845
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18672
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236142
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441399
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661621
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898499
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153971
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430236
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729854
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055964
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397876
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743846
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121017
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533686
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987001
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50192
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89326
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30247
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74546
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22647
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75052
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.47584
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.50964
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.58135
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1839
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.16419
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.14709
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13257
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.12063
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.11126
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.10445
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1002
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09851
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235412
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440576
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660766
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897554
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152972
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429133
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728696
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054677
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389482
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734741
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111092
´(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522762
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994331
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50746
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8608
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26154
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70114
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17837
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69812
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.43435
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.47034
(324.69, 7.50, 366.32) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.54162
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.09853
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.07894
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.06194
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04751
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.03565
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02635
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.0196
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01539
(324.69, 7.50, 366.32) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.01372
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234698
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439824
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65992
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896702
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152031
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42812
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72757
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053493
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381318
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725849
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105936
(324.69, 7.50, 366.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535048
