¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801001
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11521
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78676
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5014
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17871
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93583
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87544
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75612
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70742
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55548
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01855
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878345
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062731
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260021
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876916
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118563
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37893
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660277
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965154
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296599
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658154
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054107
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489489
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970423
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50432
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10042
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77009
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51648
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19549
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95462
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92823
õ(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84971
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86023
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50434
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95438
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874221
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058324
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255305
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871553
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112784
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372693
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653543
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957839
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288644
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649472
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044579
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478988
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958765
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49137
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08595
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75379
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50921
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21303
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98505
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98218
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94564
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.249
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45436
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89167
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870178
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054005
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642157
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866286
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107095
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366587
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646919
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95066
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28083
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640948
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035203
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468683
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947374
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47872
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07174
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7378
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49107
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23129
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0329
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03717
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04392
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65646
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40549
ú(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83041
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866214
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049772
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637372
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861092
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101558
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360587
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640424
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943634
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273199
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632598
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02606
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458595
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936207
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46628
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05786
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72215
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47333
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25031
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08167
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09324
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14463
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08381
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35777
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77066
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862333
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424273
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632645
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85603
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096106
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354733
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634093
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936757
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265705
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624416
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017082
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448713
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925297
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45414
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04424
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70685
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45598
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27012
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13139
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15044
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43802
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30425
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3112
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71234
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858533
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41995
„(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628033
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851093
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090797
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348978
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627907
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930028
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258366
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616423
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008328
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439079
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914621
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44228
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03098
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6919
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43899
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29026
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1477
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11917
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41164
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27151
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26571
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65548
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221509
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415731
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623513
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846227
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085568
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343385
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621819
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923443
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251219
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608611
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999775
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429624
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904194
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43065
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.018
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67727
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42243
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25268
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07578
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03693
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3792
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2393
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22138
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60002
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217652
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411634
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619108
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841504
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080482
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337889
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61589
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917016
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244219
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600956
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991373
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420383
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893947
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41932
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00532
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.663
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40624
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21121
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00523
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95636
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3243
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19098
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17814
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54599
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213883
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407575
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61477
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836859
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075491
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332525
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610092
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910727
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23736
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593501
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983184
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4114
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884002
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40824
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99294
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64907
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39044
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17068
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93606
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87738
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26987
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1419
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13601
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49333
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210184
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403651
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610561
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832376
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070632
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327292
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604408
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904593
†(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230686
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586212
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97522
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402619
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87427
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39743
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98084
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63544
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37503
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13106
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88516
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79997
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2158
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09367
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08849
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44212
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206587
(337.95, 7.53, 341.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399802
