¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(397.96, 14.25, 246.73) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.959884
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827334
Û(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109108
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407984
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737507
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106301
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513328
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964871
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291044
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6445
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08138
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56134
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34116
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82927
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36323
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.70496
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.6887
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.69883
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.8056
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97053
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14223
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53997
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.76537
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.76089
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.75802
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.75675
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.01261
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700837
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891823
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097001
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317959
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556529
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814903
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095586
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393761
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724641
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09215
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497687
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947448
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280978
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665395
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10425
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58651
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26244
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74353
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26941
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84663
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.18127
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.9195
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53697
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.48846
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51436
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.50567
Ø(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.73339
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.72892
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.73982
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.75452
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.53013
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692378
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88274
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087209
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307401
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545177
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802587
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082163
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379713
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711878
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07813
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482149
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930163
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28405
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686844
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12776
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61233
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18559
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65982
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17793
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74623
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.88939
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.87229
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.50448
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.45726
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.48193
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.47328
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.29574
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.30864
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.32326
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.33962
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.49488
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683951
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873717
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077537
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296968
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53387
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790294
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068833
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366946
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699216
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064141
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466733
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913037
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304148
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708796
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1518
Û(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63299
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13562
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62122
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15296
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52026
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50484
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49102
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4788
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46818
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45913
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.61753
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.85684
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.5025
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.52351
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67561
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86478
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067894
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286595
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522657
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778164
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055589
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355455
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686617
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050331
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451463
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893779
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305013
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700613
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13298
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60733
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14394
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63028
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16287
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49392
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47854
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46476
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45258
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44198
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43296
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58793
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.7431
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667295
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855869
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058332
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276248
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511478
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766078
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042487
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343049
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67132
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031529
Û(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428546
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868302
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285902
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679833
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11023
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58234
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15301
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64018
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17374
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46927
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45393
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44018
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42803
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41746
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40846
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.55997
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.63169
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659059
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847033
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048852
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266043
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500417
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754083
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029459
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325941
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652558
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010927
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405806
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843038
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267326
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659563
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08811
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55805
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1629
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65092
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18553
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44629
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43099
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41728
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40515
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39461
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38563
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53364
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.52254
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.650869
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838243
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039414
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255857
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489465
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742177
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01653
Ø(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308968
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633977
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990501
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383268
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818036
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249197
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639879
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06656
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54798
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17351
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66256
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19827
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42497
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4097
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39602
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38392
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3734
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36444
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50892
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.4156
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64275
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829523
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030019
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24577
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478559
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730385
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002993
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292098
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615545
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970244
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360921
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793227
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231613
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620685
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04561
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5564
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18498
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67503
(398.11, 14.16, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2966
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40529
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39004
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37639
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36432
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35382
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34488
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48578
(398.11, 14.16, 246.66) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.31101
(398.11, 14.16, 246.66) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 24.31977
