°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.688507
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06369
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47688
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92717
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43569
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73264
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02475
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67691
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40598
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14252
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03232
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95492
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93824
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29049
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04166
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69236
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24074
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501738
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788963
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047873
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320618
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613853
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929908
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271475
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641681
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02815
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43821
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88743
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40024
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70415
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98246
˚(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62981
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3532
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13986
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96712
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95112
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90385
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31504
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04064
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66487
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19773
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462908
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754714
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025952
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297146
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588598
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902661
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241953
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609699
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99306
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40012
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85565
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3653
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67755
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94079
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58342
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30125
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10817
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94554
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89676
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.891
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34593
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0407
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63931
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15728
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424358
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72478
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997163
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2739
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563589
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875691
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212832
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578074
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958488
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36256
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82425
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33085
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65283
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89974
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53774
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25012
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05054
˛(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95263
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85194
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88888
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45252
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06874
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61572
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1194
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386093
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694844
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965336
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241813
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538881
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849024
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184021
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54682
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92441
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33422
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7933
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29682
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62997
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85932
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49277
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1998
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99386
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89194
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86077
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87905
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56206
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12987
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59408
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08402
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355676
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664929
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933847
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207969
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503047
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821453
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155521
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515904
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890787
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30634
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76277
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26328
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61937
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82383
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4563
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15028
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93811
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82871
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84342
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89002
ˇ(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63272
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20575
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6203
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00053
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328275
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635028
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902681
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174498
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46697
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782512
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12388
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485429
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863133
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27878
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73267
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23022
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6215
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7822
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42633
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14704
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91886
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78636
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77238
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90196
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68791
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2929
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66609
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96264
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30087
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60518
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871869
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141376
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431322
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744011
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082205
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44908
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83822
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25164
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70294
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19763
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62537
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74117
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3806
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09576
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9008
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79541
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.782
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91227
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74444
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38193
(430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71466
ü (430.58, 12.48, 341.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99057
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.558103
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.548806
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.540086
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.53552
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.532684
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.530379
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.528603
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.527356
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.526635
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.526441
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.526774
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.527633
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.529019
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.530934
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.533378
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.536354
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.539864
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.543911
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.548496
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.553625
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.559301
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.565528
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.572311
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.579831
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.587958
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.596661
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.605946
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.615819
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.626291
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.637367
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.649057
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.566726
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.557422
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.548695
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.544924
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.542109
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.539827
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.538075
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.536853
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.536159
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.535994
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.536355
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.537246
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.538665
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.540614
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.543093
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.546107
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.549655
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.553742
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.55837
ü (430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.563542
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.569263
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.575537
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.582369
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.589764
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.597727
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.606266
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.615491
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.62542
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.635948
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.647084
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.658835
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.575901
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.566589
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.558198
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.55487
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.552079
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.549821
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.548095
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.546899
(430.65, 12.55, 341.42) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.546234
