¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(421.96, 8.79, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53592
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965898
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41457
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88169
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36409
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88911
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32478
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79553
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30304
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80198
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34204
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03366
ˆ(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85802
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47085
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04791
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8501
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00878
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525971
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933437
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37901
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82951
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30698
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83039
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27519
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74198
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26348
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76315
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29997
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97106
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77459
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33499
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90261
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76418
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64729
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496181
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900921
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34334
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77767
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25027
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76806
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22632
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68911
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22131
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72499
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25868
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9091
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69253
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58277
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76096
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66331
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52289
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466282
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868313
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30761
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73333
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19392
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70621
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17808
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63699
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17251
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68499
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21817
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84781
„(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6117
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47195
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62283
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54185
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43299
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436329
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835622
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26769
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69407
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.138
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64483
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13049
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58559
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12421
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64382
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17844
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78714
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53217
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36276
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48815
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42244
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34509
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406303
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802849
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22737
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65502
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08638
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58392
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08355
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53487
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0764
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6034
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13779
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72714
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45391
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25513
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27589
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30507
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2592
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376222
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770063
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18713
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61627
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04422
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52353
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03724
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49119
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02909
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56364
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09475
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66774
‡(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37687
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14908
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15589
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18974
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17527
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28447
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346104
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737188
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14706
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57523
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00241
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46436
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99155
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44834
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98232
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52462
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0525
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62552
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30106
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04831
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03773
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07632
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09332
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63185
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315894
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704299
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10717
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53173
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96083
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41908
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9369
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40593
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93606
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48629
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01102
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58057
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22652
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96609
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92141
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98644
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01324
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40017
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285707
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671394
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06745
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4884
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91955
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37411
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87211
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36394
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89024
‚(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44869
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9703
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5385
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15314
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88526
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80688
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91499
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93507
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2938
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253231
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63842
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02788
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44532
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87858
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32952
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82127
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32246
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84502
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41175
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93034
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49719
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11058
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80575
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69564
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84487
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81933
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28145
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22072
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605454
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988486
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40242
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8379
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28525
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77291
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2814
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80026
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36701
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89111
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45662
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06986
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72759
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58941
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77604
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74263
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26918
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188112
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571514
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94929
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35976
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79753
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24131
„(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72495
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2408
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75605
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31863
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85267
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41686
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03003
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6787
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48438
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7085
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66742
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25701
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155493
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535559
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910288
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31728
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75744
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19771
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67736
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20064
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7123
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27083
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81492
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37782
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99104
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63617
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38058
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6218
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59363
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24486
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126174
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499758
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871473
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27506
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71469
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15445
(422.13, 8.81, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63017
