¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(419.42, 8.38, 364.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28579
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5274
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86637
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58028
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366032
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755039
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17931
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64386
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15866
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66167
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20114
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77163
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36201
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02666
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66485
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36631
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02898
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7489
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50777
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42918
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76833
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46882
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326193
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711605
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13186
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59176
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09742
‚(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59783
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.131
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70627
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29028
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95482
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59841
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29314
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97495
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68977
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44924
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34637
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64314
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35816
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83661
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286435
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668324
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08457
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53989
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53455
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06158
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64108
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21936
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87662
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53284
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22104
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92096
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63179
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.392
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28781
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53306
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26393
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39327
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246823
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625219
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03747
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48824
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98312
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47884
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99287
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56534
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14927
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79925
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46819
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14993
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8557
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57489
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33597
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23031
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42451
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16751
ˆ(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05407
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207355
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582258
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990559
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43683
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92653
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43129
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92569
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49041
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08003
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72279
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40442
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07981
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79164
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51011
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28116
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17397
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31743
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99777
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71789
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167974
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539452
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943857
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38565
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87029
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38417
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87424
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41627
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01158
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64719
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34151
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01068
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72596
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44116
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2253
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11875
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21184
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83038
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42961
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128798
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496834
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897335
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33475
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81431
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3272
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82318
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35437
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94395
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57245
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26847
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94257
†(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65075
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37341
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15168
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06461
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10768
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66532
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22224
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089743
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454413
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851107
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28413
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75863
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26611
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77258
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29896
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87661
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4986
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18663
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87543
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57674
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30693
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07931
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99378
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00499
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50259
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97568
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050844
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412148
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805016
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23373
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7033
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20543
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72245
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24409
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81629
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42564
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10579
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8092
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50391
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24164
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00815
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91465
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92626
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37394
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71659
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012132
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370112
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759208
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18364
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64831
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1452
‚(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67275
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18969
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7565
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3657
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02597
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74396
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43218
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17753
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9382
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83694
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83931
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25693
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46187
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973554
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328248
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713634
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13381
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59364
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08543
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62185
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13583
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69733
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30698
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95633
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6797
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36161
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10909
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86948
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76057
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.754
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13748
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22386
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935198
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286606
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668304
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08428
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53931
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02614
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55648
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08248
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63877
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24893
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8923
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60364
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29219
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03253
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80194
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68556
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67022
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00766
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0201
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896994
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245178
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623195
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03505
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48533
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96732
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49164
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02961
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58076
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18692
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.829
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53348
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22555
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95726
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73557
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61189
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58798
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87977
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81723
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858991
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20395
(419.76, 8.46, 364.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578369
