¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“ (432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650189
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7824
(433.15, 15.22, 247.95) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 24.99442
(433.15, 15.22, 247.95) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 24.9766
(433.15, 15.22, 247.95) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 24.96252
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518905
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697389
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888714
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095431
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321476
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56544
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819251
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094575
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394217
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721491
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083587
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479918
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918615
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408092
É(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955064
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55405
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2266
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8247
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81236
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96726
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26479
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78655
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62572
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96271
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8354
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521237
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699888
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891394
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098037
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324289
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568256
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8223
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097886
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397825
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725439
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0877
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484457
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923553
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413568
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961209
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56171
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2316
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82968
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81815
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97409
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27482
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7986
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64041
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90978
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89028
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523622
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70244
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894132
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100689
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327152
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571164
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825445
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101304
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401552
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729514
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091952
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489152
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928755
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41923
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.967566
Ò(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56966
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23842
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.835
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82437
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98135
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28552
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81141
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65599
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85256
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94704
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525924
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705049
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89693
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103389
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33007
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574162
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828693
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104832
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405394
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733718
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096343
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493997
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934134
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425083
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974135
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57792
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9844
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84066
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83089
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98908
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29687
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82497
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67258
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85763
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528244
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707712
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899787
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106185
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333038
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577251
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832039
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108466
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409357
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738051
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.100872
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498996
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939677
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.431125
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980917
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58647
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99671
Ü(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8466
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83784
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99722
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30888
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83935
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6901
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88524
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.530591
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71043
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902705
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109322
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336059
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580433
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835483
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112206
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413433
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742512
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10554
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504149
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945394
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437355
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.987911
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28703
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01075
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85286
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84514
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0058
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32151
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8545
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70858
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91439
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9311
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532961
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713202
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905678
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112521
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339129
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583704
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839026
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116054
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417626
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747102
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110347
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509454
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951281
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443772
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995114
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29973
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02513
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85948
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85279
Ü(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01485
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33479
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87045
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72801
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.945
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94282
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535359
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71603
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908713
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115784
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342254
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587067
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842669
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120012
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42194
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751821
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115177
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514914
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957336
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450378
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00253
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31275
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03988
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86897
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86085
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02431
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34875
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88717
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74842
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97723
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9551
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53778
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71891
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911805
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11911
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345428
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59052
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846408
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124074
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426369
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756667
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120124
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520524
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963561
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45717
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68174
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32604
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05502
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88628
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86925
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03417
ç(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36335
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90467
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7698
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07615
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96791
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540226
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721845
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914953
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122498
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348651
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594062
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850244
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128242
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430912
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76164
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125197
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526289
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969956
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.464151
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69383
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33967
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07049
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90402
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87802
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04453
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37864
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92299
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79209
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25438
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542697
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724834
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91816
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125947
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351925
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597695
