¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(412.28, 12.70, 331.85) (412.94, 8.53, 306.04) (2.93, 2.52, 2.82) Tools 12.79508
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21263
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93506
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68125
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48572
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30061
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86451
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47703
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0334
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40321
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74474
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10339
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48041
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87127
·(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36621
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02103
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72732
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83962
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118903
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497659
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929551
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409168
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947855
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54058
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17472
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89192
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6439
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44333
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29224
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8554
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46717
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08293
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45494
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79876
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15432
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52092
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9062
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39268
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04947
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75795
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71078
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093081
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465364
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893715
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370216
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90761
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50161
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13643
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84843
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60629
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4007
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28441
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84692
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45793
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12397
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5036
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83771
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18826
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55636
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94333
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42106
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07994
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79079
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61125
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066451
·(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432872
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857729
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334125
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867115
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45939
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09784
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8046
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5685
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3579
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25531
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83908
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44943
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15203
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53661
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87211
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22417
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59393
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98262
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45136
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11249
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82583
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53669
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035827
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400177
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824443
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297768
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826315
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41689
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05714
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76042
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53056
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31483
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20618
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8319
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47054
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20436
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59412
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90843
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26207
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63352
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02408
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48357
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14709
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8631
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45642
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005089
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369069
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791595
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261182
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78528
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37392
³(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00889
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71594
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49238
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27166
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15684
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84669
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51901
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25762
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65408
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97071
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30223
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67532
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0678
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51768
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1838
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90266
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32844
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974349
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341343
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758535
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224352
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744016
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3274
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96042
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6711
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45405
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22824
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10841
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89166
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56828
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31186
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71629
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03542
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36963
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71992
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11375
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5538
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2226
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93661
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2019
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948602
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313423
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72525
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1873
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702553
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28061
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91175
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61759
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40532
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18466
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09908
Ù(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93254
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61837
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36699
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78068
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10248
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43949
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79275
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16342
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59186
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25744
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92245
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70544
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92305
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285338
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691793
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150041
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.501884
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.503184
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.505904
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.510044
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.515611
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.522604
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.531033
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.596972
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66933
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42309
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84738
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17186
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51179
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8682
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24216
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62231
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24624
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91048
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62535
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897342
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257115
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658133
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112625
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.509795
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.511127
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.51388
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.518054
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.523656
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.530686
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.539153
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.54906
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71777
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48019
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91635
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24374
é(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58667
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94629
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25756
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55639
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23713
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90067
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61485
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87149
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228732
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624338
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075009
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.519014
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.520382
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.523174
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.527389
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.533031
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.540104
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.548614
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.558568
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7373
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5382
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9877
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31802
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63837
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91173
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19647
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4932
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80456
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89305
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60663
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845515
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200223
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590377
(412.98, 12.74, 331.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037253
(412.98, 12.74, 331.59) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 9.529548
