¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077952
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.007361
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.307372
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.16083
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.18743
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.26468
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.39157
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.09687
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83468
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16421
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51025
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98786
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55671
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07408
Ô(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58546
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93833
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352715
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542542
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.439898
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.038271
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.014919
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.99264
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.971411
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.951218
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.966665
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.046608
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.12965
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.215945
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.305659
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.404408
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.651985
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.920549
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.212832
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.18649
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.21087
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.28847
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.41117
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.10496
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07468
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41458
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77175
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28097
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84381
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33933
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86603
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73873
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352635
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.412596
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.991396
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.871457
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.848752
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.827089
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.806449
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.786815
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.853773
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.930352
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.009869
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.092471
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.178309
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.332501
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.574272
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.836297
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.23433
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.21395
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.23593
Ê(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.31393
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.43211
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.11457
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32419
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67508
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.044
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58673
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10477
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61516
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15812
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13659
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352586
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.971722
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.737571
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.714442
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.692347
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.671264
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.651178
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.674891
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.745649
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.819074
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.895291
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.974436
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.056649
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.262569
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.498761
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.754512
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.26365
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.24322
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.26265
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.34106
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.45443
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.12793
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5837
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94625
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32758
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88099
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37601
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90215
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4623
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42134
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.958826
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.612494
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.588943
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.566415
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.544894
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.524359
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.508596
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.574092
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.642019
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.712482
Ê(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.785604
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.861507
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.980585
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.194541
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.42537
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.6751
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.29482
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.27433
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.29103
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.36989
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.47812
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.14335
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85381
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22862
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62808
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14789
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65819
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20093
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87302
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80946
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.581877
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.471575
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.448615
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.426656
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.405674
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.385657
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.414422
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.477365
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.542626
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.610309
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.680523
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.753386
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.919018
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.128356
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.354028
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.36223
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.32786
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.30731
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.32111
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.40043
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.5032
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.16065
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13505
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5229
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95214
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47745
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03735
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6353
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03567
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21502
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.361724
Õ(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.338332
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.315934
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.294509
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.274042
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.26553
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.323946
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.384482
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.447236
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.5123
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.579781
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.668382
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.85906
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.063951
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.284662
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.40234
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.3628
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.34219
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.35289
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.4327
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.52968
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.17985
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3003
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66366
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3517
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90127
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48778
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01251
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38302
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63906
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.235024
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.212187
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.190319
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.169402
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.14942
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.180734
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.23697
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.295239
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.355628
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.418228
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.483137
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.613844
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.800662
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.001267
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.250723
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.44469
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.39965
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.37898
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.3864
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.46674
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.55758
(343.23, 7.17, 364.46) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.20094
Ë(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43732
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80667
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77191
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34764
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99578
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36239
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74489
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93343
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.114921
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.092607
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.071243
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.050807
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.046831
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.099137
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.153315
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.209443
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.267601
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.327878
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.390363
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.560681
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.743774
(343.23, 7.17, 364.46) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.94025
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39965
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.48934
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.43846
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.41771
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.42167
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.50257
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.58692
(343.23, 7.17, 364.46) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.92511
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57887
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02408
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21439
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81828
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34823
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72692
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12215
(343.23, 7.17, 364.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18121
