¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(334.62, 7.47, 359.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.60957
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08376
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21578
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067726
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280902
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505691
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748212
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010601
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296671
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617802
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.962365
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336174
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761393
¤(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239532
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766244
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37206
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06884
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56018
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42845
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42798
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59082
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95141
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49623
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30869
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12003
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50061
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072332
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284172
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510957
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753901
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016765
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302054
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622278
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971259
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345953
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768118
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247722
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775213
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3822
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0785
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56277
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43141
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4314
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5948
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96377
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50757
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2718
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15797
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78696
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078038
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286817
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516241
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759609
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022951
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308778
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626735
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979559
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355768
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.774813
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255189
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786529
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3923
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08815
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56545
²(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43449
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43495
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59893
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96991
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52267
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30513
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24225
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083781
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289453
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520496
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765337
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029158
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315526
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631177
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984437
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365616
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781473
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262621
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798386
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40235
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09429
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5682
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43766
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43862
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60323
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97499
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53817
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3661
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18295
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089564
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294138
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523331
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771084
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035386
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322297
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635598
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989292
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375497
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79163
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.27002
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809406
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41234
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10569
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57106
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44092
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44239
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60766
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98019
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56414
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42813
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14349
›(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095385
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300384
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526155
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77634
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041633
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32909
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642202
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994125
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383988
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802587
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277379
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81767
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42229
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81119
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.574
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44425
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44628
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61222
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9856
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59405
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49127
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10653
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101244
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306672
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52897
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779386
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0479
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335904
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649641
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998938
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389298
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813578
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284698
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82589
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43218
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81385
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57703
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44775
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45028
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61687
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99117
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62428
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55549
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07123
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10714
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312999
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534228
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78242
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054165
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342739
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657098
¤(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003729
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394586
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.824603
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291977
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.834066
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44423
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81657
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58015
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4513
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45444
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62172
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99691
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36318
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59384
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03754
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113072
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319365
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541078
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785442
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057447
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349592
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664576
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009018
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399843
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832797
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301649
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842196
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45417
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8194
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58332
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45498
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45867
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62669
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00279
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03483
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1005
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94123
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119039
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32577
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547969
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788452
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060714
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356463
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672077
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017236
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405075
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8386
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313973
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.850279
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46332
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82231
²(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58662
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45874
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46301
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63179
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00883
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92686
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57566
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80606
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125041
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332212
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554902
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794876
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063969
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360422
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679598
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025476
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410278
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844372
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326327
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858313
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4724
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82527
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46258
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46752
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63704
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9531
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8215
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07747
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67398
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131077
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338693
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561874
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8024
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067207
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36395
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687135
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033737
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415453
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850111
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333582
