¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(385.91, 13.84, 254.52) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 20.85847
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67229
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70275
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89123
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43707
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47965
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94758
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92968
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129421
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339329
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570602
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82203
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085625
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380335
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698517
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040853
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416342
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830012
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287898
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812746
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39965
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06545
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81893
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68689
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72075
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91319
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45567
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51381
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00154
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931387
·(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131556
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341621
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573025
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825116
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088966
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383846
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702877
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045628
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421583
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835803
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.294312
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81951
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40771
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07585
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83151
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7016
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7389
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91684
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47446
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53712
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05561
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933113
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133732
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343961
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57547
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827981
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092369
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38739
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707308
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050478
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426908
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841684
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300833
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826346
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41584
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08635
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84422
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71643
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75717
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93262
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49347
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56072
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10977
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934859
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135955
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346348
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577939
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830654
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095834
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390969
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711807
¿(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055406
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432318
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84766
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.307455
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833252
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42402
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09696
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85706
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73137
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77559
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94851
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51745
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58456
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16406
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936623
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138222
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348783
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580431
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833352
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099362
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394582
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716375
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060411
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437811
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85373
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314182
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840231
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43227
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10768
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87038
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74641
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70723
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96456
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55125
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60861
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19733
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75659
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938406
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14051
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351263
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582947
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836074
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102949
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398228
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721013
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065491
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443391
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859893
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321013
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847274
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44057
Î(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1185
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88407
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76219
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72324
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98073
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58713
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63296
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22824
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40979
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940204
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142442
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353793
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585483
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838821
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106601
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401907
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72572
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070647
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449059
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866148
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.327947
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854388
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44894
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12942
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89782
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77789
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73947
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00965
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62325
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65746
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13875
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07384
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942024
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144395
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356369
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588043
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841592
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110312
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40562
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730494
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.075878
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454809
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872496
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334987
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861571
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45737
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14086
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91044
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67537
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75597
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03959
Ù(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65961
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68225
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97645
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80336
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943859
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146367
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358989
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590624
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844386
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114081
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409361
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734896
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081182
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460641
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878932
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342133
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868819
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46586
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15273
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92319
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69698
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77272
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06968
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69618
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70723
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86704
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6335
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945712
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148357
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361657
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593225
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847204
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117911
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413136
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739022
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086559
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466555
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88546
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.349379
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.876133
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4744
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16364
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7334
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71872
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78971
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09995
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73298
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72733
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80586
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46812
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947582
Ò(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150365
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364368
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59585
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850045
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121802
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416941
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743183
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092011
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472548
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892077
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356727
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883511
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.483
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17343
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75217
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73471
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80694
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13042
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76997
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73353
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74684
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30708
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77769
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949468
(386.45, 13.85, 254.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152392
