¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62237
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29574
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44735
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81997
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4997
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57239
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20009
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94525
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152198
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375062
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625728
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916367
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209716
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518793
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856783
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589109
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024166
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52747
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0946
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7384
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45864
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28978
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30752
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46033
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83662
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51632
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59678
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23081
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947136
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15423
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377252
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628277
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919155
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209549
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518613
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856585
ë(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22684
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588934
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.028778
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532625
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10052
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7437
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46468
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29973
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31922
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47333
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85319
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53298
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62103
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.26143
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949027
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156262
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379441
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630728
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921836
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20939
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518437
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856391
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226814
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588904
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033401
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.53779
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10642
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74903
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47076
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30962
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33084
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48637
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86907
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54967
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64515
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29194
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950917
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158296
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381634
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633084
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924413
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209236
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518269
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856208
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226921
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589022
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03803
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542966
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1123
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75437
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47686
î(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31944
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34239
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49944
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88298
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56638
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6637
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.32235
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952809
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160329
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383828
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635343
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925459
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209084
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518104
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856026
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227043
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589284
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042664
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548147
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11816
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75973
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48298
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32919
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35384
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51252
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89687
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58312
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68189
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.35264
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954699
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162363
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386022
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637503
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925324
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208939
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517946
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855855
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226852
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593408
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047308
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553337
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.124
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76511
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48913
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33886
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36521
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52563
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91073
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60125
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70005
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38281
í(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956589
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164397
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388214
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639563
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925196
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208798
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517792
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855686
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226667
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597586
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051953
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558532
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12982
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77051
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49529
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34846
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3765
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53875
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92456
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61943
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7182
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41286
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958481
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16643
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390408
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641524
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925072
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208664
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517644
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855525
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22649
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601769
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056604
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563733
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13561
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77593
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50147
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35798
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38768
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5519
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93836
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6376
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73633
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02745
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96037
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168463
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392599
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643389
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924953
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208533
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517503
ş(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855369
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226319
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605957
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061259
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568938
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14138
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78136
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50767
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36742
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39879
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56506
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95212
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83977
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09773
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05229
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962257
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170495
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39479
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645152
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924839
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20841
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517369
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85522
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226157
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610147
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065919
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.574148
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14712
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7868
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51389
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37677
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40979
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57823
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08808
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85923
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11705
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08872
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964145
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172524
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396978
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646816
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924728
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208292
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517238
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855079
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614338
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070579
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.57936
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15234
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79226
§(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52013
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38605
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34188
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56802
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11546
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87853
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13643
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14249
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966032
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174553
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399168
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648379
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924624
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208178
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517115
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854943
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22585
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618532
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075243
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584578
(324.58, 7.19, 394.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15717
