¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(345.57, 8.31, 312.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1528
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05641
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58968
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.826
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51658
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28807
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04879
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8331
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70636
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55999
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45389
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40877
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33645
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82388
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53062
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84803
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978428
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334404
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720712
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141881
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.607302
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10507
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54552
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02783
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55819
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79746
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48483
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2525
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00274
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78208
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64939
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4843
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3792
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31529
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23364
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24703
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40623
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71858
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972142
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32751
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.712243
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132538
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596943
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08134
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51959
¼(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99939
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53194
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14504
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4532
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21706
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95741
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73176
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59328
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41014
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3027
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22399
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13332
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1363
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28495
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62959
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965582
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320322
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703485
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122876
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585236
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05772
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49378
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97108
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51468
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12011
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42167
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18173
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90746
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68218
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53691
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33741
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22218
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13486
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03544
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02829
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16672
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54169
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958749
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312836
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694433
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112889
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.571527
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03419
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46808
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9429
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4954
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09521
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76307
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14659
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85653
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6333
¾(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47219
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26612
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14747
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04794
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93999
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92382
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05147
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45497
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951651
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305058
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685097
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102591
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557538
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01078
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44251
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91486
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.473
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07033
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73529
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10668
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80633
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5814
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40872
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19844
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08112
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96307
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84687
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82278
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93914
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33583
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944287
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296642
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675475
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091982
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543273
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.987469
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41706
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88696
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45062
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0455
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70756
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39482
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7568
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52644
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34706
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1398
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01613
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88032
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7561
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72426
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81689
¦(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1956
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93666
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287624
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665572
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.081063
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.528734
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96427
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39174
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85922
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42827
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02069
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67988
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35874
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70794
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47223
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28994
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08234
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95255
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79958
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66756
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62492
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68487
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0576
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928775
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278354
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655396
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069842
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513932
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941187
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36654
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83162
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40596
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99593
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65203
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.323
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04993
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41882
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22429
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02611
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89032
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72087
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5813
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52752
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55625
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92168
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.920633
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268833
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644944
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.057611
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.498865
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918217
œ(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34148
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81376
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38368
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97122
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62285
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2876
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01046
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76573
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15986
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96381
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82944
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64418
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50572
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44315
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43086
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78789
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912237
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259063
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634223
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043731
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483544
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895366
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31655
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79704
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36144
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94655
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59378
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25254
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97138
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71875
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0966
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.894
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76993
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57403
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43395
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36113
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33713
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65742
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903586
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249051
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623234
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029618
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467967
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872639
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29176
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78015
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33924
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92194
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56482
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21782
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9327
™(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67252
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4411
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82556
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70257
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51036
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36415
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28144
(345.93, 8.38, 312.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24951
