¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(423.63, 14.83, 246.57) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.735106
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.95971
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885416
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082836
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293624
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520555
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765509
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030671
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315311
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62468
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478867
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865294
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290125
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758107
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27639
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86086
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5133
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24735
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04841
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99934
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95549
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11585
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.04188
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.01285
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.55778
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.9485
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88728
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084217
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295109
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522155
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76724
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032293
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316633
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626121
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964186
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864656
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289399
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758417
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27897
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85988
£(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51217
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24453
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05508
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00701
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9566
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26162
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.99024
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.96132
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.9364
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91298
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89229
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.87432
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.85904
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.84645
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.83655
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.82931
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.82473
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889167
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085635
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296634
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523798
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769014
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033568
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318017
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627631
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965837
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864092
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288775
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757767
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27822
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.859
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51124
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24197
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06202
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01503
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95833
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41867
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.94158
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.91275
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.88807
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.86474
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.84413
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.82622
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.811
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.79847
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.7886
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.7814
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.77686
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890521
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087085
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298193
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525479
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770831
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034902
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319466
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.629207
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967564
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863632
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28829
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757181
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27759
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85835
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51046
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23969
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06922
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02333
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00657
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57741
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.03114
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.00542
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.97568
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.95547
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.93799
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.92321
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91113
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.90173
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89502
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89097
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.8896
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891906
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08857
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299789
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527199
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772684
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036291
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320974
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630853
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9694
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332385
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287918
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756777
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27715
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85783
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5099
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24494
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07671
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02804
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0633
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73788
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1519
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97193
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.5305
€(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.91412
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.96468
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893322
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090089
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301422
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528959
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774579
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037738
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322546
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632566
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97195
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333062
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287688
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756525
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27685
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85748
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50949
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25174
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08447
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03121
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12079
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76091
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09904
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91418
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.47229
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.90813
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81323
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7904
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.77101
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75505
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7425
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73336
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72761
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89477
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091643
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303092
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530759
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776517
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039243
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324183
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634349
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972669
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333851
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730677
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756398
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2767
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85733
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50932
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25873
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09249
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04425
ú(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17911
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70536
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04818
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05712
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.065
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.97462
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76594
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74318
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72385
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70794
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69543
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68633
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68061
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89625
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093229
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304798
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532598
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77806
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040805
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325879
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636201
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97349
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334751
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731667
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756371
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27669
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85732
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51087
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26599
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10078
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06812
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23812
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65059
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99929
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26726
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96696
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86914
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.9454
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897759
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09485
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306539
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534471
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779555
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042424
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327639
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638118
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974412
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335763
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732779
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75653
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27686
ï(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85748
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51878
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27349
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10936
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08008
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26872
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59665
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95233
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.483
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87202
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49718
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899302
(422.36, 14.82, 246.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096503
