¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(395.71, 12.26, 328.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653321
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06071
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73849
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54726
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49094
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90186
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85373
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11884
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72607
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415678
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584412
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753191
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943072
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149797
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37241
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598906
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847573
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141963
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458861
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75856
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14185
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522054
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.952256
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.464175
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02056
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68182
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48558
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41084
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74431
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6766
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98792
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30299
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410972
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579444
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747895
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936693
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142941
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365022
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59073
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837273
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130721
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44539
¶(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742389
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123994
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499053
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92523
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428596
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98086
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62637
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42475
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33197
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58968
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50305
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85077
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19806
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40633
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574605
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742738
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930421
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136199
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357757
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582774
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82709
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119611
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432259
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726408
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106353
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476638
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89854
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393813
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941613
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57394
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36476
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25431
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43888
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33304
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71142
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04286
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40175
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569895
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737718
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924253
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129571
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350616
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575034
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817027
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108633
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419465
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710621
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088928
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454802
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872186
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359817
²(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902815
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52281
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30561
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17786
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25402
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1664
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53269
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86971
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.397233
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565312
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732835
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918191
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123058
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343598
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567512
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807085
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097786
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407007
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695023
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071718
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433541
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.846169
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326596
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864465
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47235
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24729
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1026
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15521
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99011
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2806
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69995
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392779
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56086
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728092
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912237
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116659
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336705
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560206
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797263
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087076
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394884
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679623
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054726
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412855
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820491
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.294147
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826561
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42258
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18979
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02851
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05812
º(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80651
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03454
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5335
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38839
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556537
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723485
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906387
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110374
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329936
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553117
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787562
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076497
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383095
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664412
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03795
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392732
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795145
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262454
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.789104
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37348
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1331
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95557
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96271
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62691
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79432
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38573
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384063
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552342
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719016
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900645
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104205
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323291
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546244
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777983
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066052
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371639
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649395
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02139
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373171
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770134
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231513
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752088
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32503
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07723
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88378
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86895
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45126
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55979
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25649
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.379803
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548278
­(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714686
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89501
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098152
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316772
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539588
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768527
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055742
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360512
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634573
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005048
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354168
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745458
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201317
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715517
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27725
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02215
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81312
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77683
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00541
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33331
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12829
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375607
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544342
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710492
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889482
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092214
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310375
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533146
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759844
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045566
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349718
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622333
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988922
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33572
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721113
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171853
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679388
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23013
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96786
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74357
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68631
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89657
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11923
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87083
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371475
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540535
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706439
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884061
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086392
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304105
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52692
ª(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753156
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035526
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339249
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611043
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973014
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31782
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697101
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143115
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.643698
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18365
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91436
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67511
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59735
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77236
(396.16, 12.22, 328.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90821
