¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(357.65, 9.91, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644738
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56702
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78623
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01519
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25452
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50484
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76696
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0484
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68626
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38676
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20053
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5067
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.68777
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.843669
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011081
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.191308
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385808
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596317
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824861
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073786
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345929
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644652
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973992
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338806
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745162
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200415
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713881
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297471
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966451
ƒ(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74085
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64764
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32794
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5728
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7922
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0214
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26096
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51155
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77391
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0685
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64644
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36254
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11801
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42203
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.664423
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818637
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.984192
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162365
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354517
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56241
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788014
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033602
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301953
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596292
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920595
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279541
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678992
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126104
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629858
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201686
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856191
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6127
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49683
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26256
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58016
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79985
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02932
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26917
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52011
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78279
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09061
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60882
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32114
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04272
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31731
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.641338
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.793928
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.95766
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133752
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323648
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528972
‚(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751678
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994002
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258614
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548717
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868084
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221313
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61403
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05322
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547518
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107916
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748532
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48775
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35008
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19919
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5421
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80914
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03896
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27919
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53051
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7936
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11472
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57338
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28218
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0092
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02061
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.618538
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769498
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.931435
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.105511
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293165
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495981
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71586
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954971
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215948
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501876
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816401
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164041
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550249
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981725
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466874
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016197
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643337
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36586
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20722
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13778
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47709
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82009
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05031
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.291
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54273
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80635
‚(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14085
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58138
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2456
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97829
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51044
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.595979
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.745343
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.905488
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.077633
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263075
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463429
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680546
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916518
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173913
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455746
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765601
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107787
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487648
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911609
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387828
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926458
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540517
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24697
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06814
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03438
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41416
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77121
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0634
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30458
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55689
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82105
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16905
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61135
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21143
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94988
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48012
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.57369
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.721477
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.879886
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05008
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233372
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43132
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645694
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87863
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132518
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410367
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71564
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05252
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426167
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842848
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310406
†(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83862
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44005
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13094
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93268
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87421
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35324
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70666
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07825
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31995
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57287
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83766
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19929
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64358
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17963
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92401
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45249
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.551653
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.697893
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.854597
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022896
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204043
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399624
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611377
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841258
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091769
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36569
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666496
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998191
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365814
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775402
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234536
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752678
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341887
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01777
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80081
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71853
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29429
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64424
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01668
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33718
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59074
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85627
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23165
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67799
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15555
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90061
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42752
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.529865
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.674609
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829605
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99601
‚(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175129
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368379
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577518
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804473
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051595
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321748
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618171
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94483
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306518
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709245
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160185
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668525
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245923
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90728
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67228
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56717
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23727
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58386
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9526
(357.16, 9.88, 320.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34573
