¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(335.71, 7.29, 321.32) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.17189
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540761
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721795
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914172
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118972
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337435
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570863
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820818
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089108
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48143
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25519
(335.71, 7.29, 321.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75931
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.507442
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673249
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850204
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039481
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232749
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431803
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644433
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872712
½(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122659
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392645
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685094
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00817
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266428
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543225
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840571
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160758
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.456861
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.433855
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.412364
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.392367
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.373854
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.356805
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.341211
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.327059
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.314336
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.303036
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.293148
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.284666
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.277584
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.271893
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.267593
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51034
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676334
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853484
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043016
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236614
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435408
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648653
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88133
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131948
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402677
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696439
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026796
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286334
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564529
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863403
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183937
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.467223
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.444187
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.422664
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.402639
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.384099
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.367026
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.351408
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.337234
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.324492
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.313174
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.303269
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.294772
«(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.287675
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.281974
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.277661
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513332
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679512
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856902
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046674
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240168
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439824
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656899
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890156
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141511
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413004
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710052
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044448
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306863
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586538
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887069
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203707
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.479036
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.455963
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.434407
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.414351
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.395779
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.378677
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.363034
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.348835
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.33607
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.324731
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.314807
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.306292
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.299179
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.293464
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.28914
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516454
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682819
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860456
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050453
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244722
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447716
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665349
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899249
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151297
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42356
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723934
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05962
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328081
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60923
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911437
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224304
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.492307
¿(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.469193
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.447598
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.427506
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.408901
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.391768
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.376093
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.361868
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.349077
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.337713
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.327767
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.319234
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.312103
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.306371
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.302034
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519636
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686247
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864089
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05481
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25231
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4558
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674025
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908586
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161309
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434421
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738092
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075091
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349901
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632637
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93654
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245682
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.507049
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.483891
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.462253
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.442121
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.423476
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.406307
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.390601
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.376343
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.363523
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.352134
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.342164
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.333609
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.326458
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.320709
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.316357
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522952
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689771
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868217
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060653
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260054
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464079
·(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682901
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918132
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171672
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445591
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752542
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090859
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372384
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65674
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962431
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267906
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.52327
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.500061
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.478378
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.4582
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.439515
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.422308
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.406563
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.392272
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.379421
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.368003
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.358006
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.349426
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.342254
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.336486
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.332117
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526356
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693627
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873778
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066596
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267982
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472584
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692049
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927968
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182234
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457013
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767281
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106969
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395555
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681559
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984321
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290901
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.540982
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.517721
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.495986
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.47576
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.457029
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.439779
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.423997
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.409666
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.396782
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.385331
§(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.375307
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.3667
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.359504
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.353714
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.349326
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52999
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69893
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879439
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072651
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276133
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481292
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701383
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937973
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193026
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469801
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782313
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123389
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419381
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707104
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006605
(335.74, 7.35, 321.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314773
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.560205
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.536882
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.515093
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.494815
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.476034
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.458737
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.442909
(335.74, 7.35, 321.59) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.42854
