¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(326.20, 7.18, 388.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01788
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04321
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311522
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341393
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573141
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865276
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18571
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538703
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906552
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300224
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76725
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291438
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806622
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39749
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09396
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79576
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59599
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33442
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45512
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7687
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32928
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21342
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53309
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13566
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366304
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38443
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584444
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877657
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199327
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553745
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906555
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320408
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789846
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299876
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809496
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43495
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10149
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80429
§(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60633
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34706
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46987
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78608
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35007
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23875
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56461
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81179
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423017
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428719
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59563
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889913
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212809
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560312
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917723
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340484
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812325
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302406
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816625
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4724
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10903
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81551
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6167
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35973
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48464
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80351
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37093
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26417
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59626
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481727
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474297
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606702
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902044
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226157
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560192
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935649
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360445
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834684
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304893
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849413
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49256
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11658
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82859
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62709
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37247
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49948
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82099
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39187
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28968
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62803
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542515
’(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52119
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617653
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914046
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239365
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569084
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953463
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380286
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848566
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.307333
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882158
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49928
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12414
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83773
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63752
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3852
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5143
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83848
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41287
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31528
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65991
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564444
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575768
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628482
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925915
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243709
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585054
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971161
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400007
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850723
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326156
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914858
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.506
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1344
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84687
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64796
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56461
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52921
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85608
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43393
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34095
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69191
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560792
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640633
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674112
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937647
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250031
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600914
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988739
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419592
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.852839
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.354944
˜(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947498
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51274
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14591
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85603
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60494
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56308
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54412
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87373
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45501
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3667
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.724
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556678
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707805
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726295
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949241
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264298
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616653
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00619
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439048
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855763
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383665
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96034
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51947
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15741
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86521
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56151
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56138
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55912
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89138
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47619
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39254
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75621
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552172
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777376
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779989
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956973
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278451
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632272
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023511
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.441685
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881191
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412304
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966368
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52862
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16708
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87441
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5599
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55949
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57412
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90909
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49744
Ÿ(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41844
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78851
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547249
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849448
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835411
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969748
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292489
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647767
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040698
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443486
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906537
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.440865
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972397
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53879
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1752
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86629
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55814
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58315
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58914
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92687
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51872
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44441
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82091
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541896
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884907
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896697
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98241
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306404
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663132
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057741
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453194
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931787
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469331
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978427
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54894
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18334
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82396
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55621
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58709
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60417
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94464
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54001
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47044
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8534
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536185
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87853
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976458
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018392
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320198
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67836
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069577
’(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475649
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956944
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480673
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986364
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55908
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19149
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78235
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55414
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59092
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61928
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96246
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56141
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49654
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88597
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530057
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871711
(326.42, 7.21, 387.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059156
