¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(395.98, 13.93, 247.88) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.510681
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.19535
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.132871
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.07258
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.063457
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.138173
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.216599
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.624778
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.59462
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.645426
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.732395
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332985
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50307
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685238
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880787
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091209
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318228
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555537
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80858
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083041
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38171
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707386
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597513
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013088
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479967
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00684
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59736
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21964
(395.25, 13.96, 247.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 11.01887
(395.25, 13.96, 247.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 10.91958
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.287127
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.222055
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.159246
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.11164
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.145406
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.222635
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.302579
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.697462
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.75225
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.839701
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332792
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502863
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685017
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880549
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090953
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317061
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553217
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80607
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080317
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37874
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703491
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058002
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008469
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471411
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997221
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58657
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20827
(395.25, 13.96, 247.91) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 11.0793
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.774671
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.315804
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.250368
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.187208
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.166527
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.231261
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.310019
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.805414
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.864337
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.952363
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332655
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502718
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68486
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880382
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090774
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315554
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551028
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803698
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077742
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375936
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699783
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053935
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004089
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463037
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987905
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57608
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19734
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89001
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.528563
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.346128
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.280311
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.219787
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.242446
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.320073
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.400428
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.981841
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.07055
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332577
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502635
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684771
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880285
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09067
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314153
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548965
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801468
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075321
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373299
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696265
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050076
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439305
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454908
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978869
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56594
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18684
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.90341
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.44673
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.378135
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.311908
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.278692
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.332717
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.411955
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.10496
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.19446
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332556
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502611
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684745
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880259
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090641
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312855
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547034
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799378
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073051
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370826
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692935
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046423
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435281
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447083
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970089
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55606
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 11.06445
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.71
ˆ(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.480887
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.411847
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.345191
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.34792
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.426101
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.507026
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.32428
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332592
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50265
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684787
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880303
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090688
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311664
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545232
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797429
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070935
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368521
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689796
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042979
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431486
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858677
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961599
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54654
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.8679
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.57295
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.48691
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.447295
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.400398
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.442834
(395.25, 13.96, 247.91) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.522717
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.46023
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9417
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332685
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502749
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684894
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880418
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090338
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31044
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543561
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795619
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068971
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365704
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686847
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039744
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427921
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853629
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953402
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53733
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.72191
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.63195
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.54505
ü(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.4611
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.42938
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.50996
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.60254
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52971
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05044
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332835
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50291
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685067
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880603
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089429
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309011
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542019
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793951
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067159
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362863
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684086
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036716
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424585
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848847
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320325
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52841
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.78424
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.69334
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.60554
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.57276
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.65757
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.75143
(395.25, 13.96, 247.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 12.96747
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54233
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16012
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333042
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503133
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685304
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880859
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088616
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307701
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540606
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79242
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065498
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360204
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681514
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033895
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421478
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844326
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.3153
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51983
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.84905
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.75718
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.72299
(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.81187
é(395.25, 13.96, 247.91) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 10.90716
(395.25, 13.96, 247.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 13.03672
(395.25, 13.96, 247.91) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 13.14717
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55261
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12477
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79384
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333308
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503416
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685608
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881185
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087902
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306514
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539323
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791033
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063993
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357728
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679132
(395.25, 13.96, 247.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031281
