¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(325.30, 7.54, 372.80) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 18.6366
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787963
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059933
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321844
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631016
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053678
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.133578
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.112871
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.093612
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.075788
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.084481
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.352331
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.24709
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.22947
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.21358
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.1994
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.18693
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.31048
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.30386
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.29923
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.2966
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.29594
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781315
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939473
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094967
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259796
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434803
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620836
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819036
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030551
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256724
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499048
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75934
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039612
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305896
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646229
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070492
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.143851
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.123117
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.103834
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.085986
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.091923
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.339077
º(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.10596
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.08864
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.07302
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.05909
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.04684
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.4179
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.41121
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.40653
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.40385
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.40317
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777458
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923579
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078113
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241978
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415874
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60077
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797664
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007725
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232313
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472965
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731308
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009438
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290535
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661852
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087736
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.155522
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.134759
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.115448
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.097573
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.100598
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.326132
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.96996
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.95291
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.93755
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.92386
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.91183
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.5291
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.52234
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.5176
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.51487
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.51417
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762646
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907915
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061615
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224482
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397335
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581042
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776662
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985364
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208425
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447338
Â(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705327
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98393
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28366
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668213
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091625
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.168598
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.147801
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.128458
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.110555
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.110514
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.313497
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.83885
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.82207
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.80696
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.7935
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.78167
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.64422
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.63738
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.63257
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.62981
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.62907
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759622
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906128
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061155
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22556
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400124
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585715
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783458
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994518
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22024
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462201
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722074
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001995
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282591
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635765
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055855
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.183089
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.162256
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.142879
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.124941
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.121675
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.301167
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.71243
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.69591
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.68103
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.66778
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.65616
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.91768
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.75646
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.7516
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.74878
°(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.74802
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767486
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915856
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071507
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236479
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411677
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598014
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79655
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008495
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235192
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47818
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739256
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020477
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287398
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603904
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020715
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.199008
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.178133
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.158716
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.140743
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.134092
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.289145
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.59048
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.57421
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.55956
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.54652
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.53509
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.88257
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.87974
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.8748
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.87194
(325.77, 7.56, 373.19) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.87114
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763948
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925859
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082055
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247682
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423565
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610635
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809996
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022838
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250547
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494624
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756966
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03188
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292747
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572596
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986231
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.216365
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.195446
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.175989
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.157976
µ(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.147771
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.277431
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.47284
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.4568
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.44237
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.42953
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.42113
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.84847
(325.77, 7.56, 373.19) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 16.82497
(325.77, 7.56, 373.19) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 17.03223
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760525
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936099
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092867
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259156
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43573
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623586
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823783
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037577
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266253
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511477
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775044
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037402
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298635
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578796
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952387
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.235175
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.214208
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.194704
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.176649
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.162721
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.266022
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.6068
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.59407
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.58295
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.57342
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 10.56549
(325.77, 7.56, 373.19) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 11.81537
(325.77, 7.56, 373.19) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 17.03373
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757113
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937693
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103963
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270902
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448176
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636826
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837914
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052633
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282357
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528766
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793625
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043428
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305115
·(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585697
(325.77, 7.56, 373.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919169
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.255451
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.234431
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.214879
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.196779
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.180118
(325.77, 7.56, 373.19) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.26594
