¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’ (418.20, 13.33, 327.60) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 5.146949
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02564
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22282
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42891
À(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64443
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8701
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11955
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52316
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03344
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58917
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1274
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.68699
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.68781
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.69172
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.69871
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965168
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161411
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367825
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585238
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814474
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05653
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31237
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49255
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66013
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83441
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01615
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20578
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40378
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61103
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83528
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07022
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44062
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94388
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49171
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05258
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64571
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64647
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.65032
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.65725
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96085
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16747
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374186
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591936
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821525
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06391
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32014
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49066
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65966
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83391
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0156
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20523
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40323
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61011
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82645
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05279
¿(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37261
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85658
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39672
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97977
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60763
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60834
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61213
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.93227
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950945
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173941
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381018
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599085
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829094
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07187
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32657
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48971
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65974
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8344
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01613
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2058
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40382
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61071
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82707
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05348
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36091
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82594
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32933
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88536
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.57272
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.57339
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.57713
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941311
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18092
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388362
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606774
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83718
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08042
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32661
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48976
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65976
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83597
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01777
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20744
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40554
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6125
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82892
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05541
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36854
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81443
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31692
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86253
À(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.54095
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.54158
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.54528
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931913
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176697
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396126
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614987
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845817
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0895
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32755
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49071
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66074
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83802
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02043
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21022
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4084
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6155
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83204
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05864
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38185
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.804
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30562
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85032
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51231
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.5129
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51656
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52328
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922752
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167021
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404437
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623716
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854978
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09917
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32939
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49265
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66276
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84009
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02418
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2141
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41243
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61966
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83639
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06316
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39632
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79465
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2955
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83932
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48677
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48733
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.49095
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.49763
¿(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913909
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157626
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413175
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632966
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864698
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10941
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33217
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49551
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66568
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84318
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0283
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21908
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41762
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62506
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.842
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06899
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41193
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79245
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28654
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82959
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46431
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46485
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46843
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905298
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148493
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406811
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642686
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874954
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12025
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33585
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49931
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66965
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84726
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03257
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2252
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42395
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63164
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84884
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07611
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42875
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81035
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27869
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82109
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44492
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44543
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44899
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896939
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139626
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397393
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652936
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885748
Ç(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13164
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34046
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50407
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67458
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85238
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03785
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2315
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43144
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6394
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85693
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0879
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44672
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82949
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27202
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81385
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43859
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43907
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44261
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43919
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44884
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46155
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47734
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.49621
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888865
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131111
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388338
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661942
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897112
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14357
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34594
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50978
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6805
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85852
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04421
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2381
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44007
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64839
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86627
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10595
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46589
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84988
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26649
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80783
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63394
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42575
(418.28, 13.37, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42927
