¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(321.28, 7.25, 368.92) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 12.09824
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724282
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21934
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76917
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38338
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07377
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80732
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60927
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59379
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76492
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98966
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83493
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94545
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90804
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287907
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555477
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844621
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158053
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498931
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870846
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278272
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726483
‚(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22179
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77192
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38641
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0772
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81729
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64043
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64181
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97664
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02539
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87439
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92205
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37994
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289088
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556706
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845986
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159542
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500494
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872581
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280196
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728591
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22408
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7745
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38933
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0805
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82731
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67144
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69108
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98245
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06226
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16895
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9003
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8714
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290188
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557906
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847246
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160908
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50201
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87427
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282016
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730629
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22634
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77699
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39213
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08365
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83747
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70228
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78959
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98801
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10028
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4854
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88017
…(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74413
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291247
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55904
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848482
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162249
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503483
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875868
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283748
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732515
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22848
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77939
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3948
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08664
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84775
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73295
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79412
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99333
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13947
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81106
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89272
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84053
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292227
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560123
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849658
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163504
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504861
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877334
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285446
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734342
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2305
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78164
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39733
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0895
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85811
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76341
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79844
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99837
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1798
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04384
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94922
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93798
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293183
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561169
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850763
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164724
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506184
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878785
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287022
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736113
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23243
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78379
…(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39972
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09222
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86857
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77136
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80253
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00318
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22134
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09685
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00748
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03648
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294066
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562129
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851825
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165868
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507416
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880137
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288479
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737736
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23425
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78581
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40201
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0948
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87913
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77474
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80641
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00772
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26406
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11837
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06758
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10818
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294938
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563028
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852789
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166949
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508597
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881426
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289921
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739292
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23597
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78772
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40415
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09721
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.882
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77787
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81007
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.012
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40142
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12451
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12945
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12789
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295739
€(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56388
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853738
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167943
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509665
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88263
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291234
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740732
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23758
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78953
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40616
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09948
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8846
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78085
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8135
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01602
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43387
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13025
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59921
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11012
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296454
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564704
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85462
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168906
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510712
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883763
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292494
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742109
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2391
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79121
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40807
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10161
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88697
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78363
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81671
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01979
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43833
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13565
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20252
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09263
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297177
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56543
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855411
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16977
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511658
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884799
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293615
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7434
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24049
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79276
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40983
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10357
†(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88923
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78621
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81969
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02328
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4425
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14067
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20868
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07661
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297803
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566125
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856162
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170576
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512559
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885792
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294647
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744562
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24179
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79422
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41143
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10542
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89133
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78856
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82246
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02653
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44633
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1453
(321.28, 7.25, 368.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21438
