¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(336.07, 7.51, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472585
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04663
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30832
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365874
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593065
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82942
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083288
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35089
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640689
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955514
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311629
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706435
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146473
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667422
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30856
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03264
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43724
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86292
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32337
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85419
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15968
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99258
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03535
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29431
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365896
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591796
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828056
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082687
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350214
‚(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639962
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954762
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31287
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70778
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14653
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674244
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31636
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01318
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43873
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86449
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32509
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86281
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9443
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95428
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02413
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28043
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365902
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590539
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82673
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081563
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34961
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639326
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954468
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314131
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709194
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146531
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680869
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31993
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99404
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44093
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86688
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32764
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87226
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72033
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91588
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01301
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26664
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365891
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589293
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825387
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08014
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349053
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638683
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95561
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315334
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710549
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146595
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687222
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31542
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97518
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44383
†(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87001
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33473
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88255
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50025
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87741
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00203
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25301
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365845
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588063
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82404
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078698
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34851
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638119
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956739
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316607
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711917
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148123
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690868
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31071
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95661
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44744
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87392
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34494
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89366
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28402
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83888
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99109
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23946
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365771
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586843
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822756
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077281
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348003
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637558
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957871
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317854
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71328
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149619
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686535
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30582
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93836
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45182
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87861
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35587
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90563
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07165
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80027
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9803
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22606
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365698
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585639
…(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821442
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075872
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347536
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637064
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958996
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319071
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714655
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151128
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682022
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3007
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92039
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45692
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88408
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36756
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91846
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86309
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76159
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96957
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21275
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365371
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584423
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820139
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07446
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347159
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636628
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960142
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320347
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716005
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152688
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677347
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29537
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90274
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46266
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89033
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38006
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93209
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0232
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86078
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95894
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19962
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36429
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583246
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818874
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073097
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346783
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636235
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961269
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321581
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717385
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15417
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672467
‚(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28985
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88539
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46099
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89735
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39332
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94661
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00652
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20657
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90072
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18657
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99464
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363176
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582071
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817619
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071719
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346446
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635887
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962406
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322811
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718767
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155694
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66745
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28415
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86833
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44203
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90517
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40735
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9735
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99069
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90877
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82298
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1626
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97822
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362095
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580895
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81636
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070361
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3452
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635556
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963552
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324039
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72014
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157181
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662212
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27824
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85156
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4234
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91375
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42218
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01812
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97572
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82291
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74443
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13771
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96201
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361033
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579759
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815085
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343714
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635295
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96467
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325306
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721465
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15871
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65686
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27213
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83509
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40512
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92793
(336.02, 7.50, 351.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45495
