¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(339.63, 7.18, 369.48) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.16518
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55535
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75184
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95656
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19773
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56206
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78961
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87014
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95369
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04037
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13023
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24125
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44076
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64811
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86378
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20498
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906855
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111661
Ü(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332159
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570182
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827854
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107668
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412549
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745967
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662305
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093429
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571228
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10362
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68847
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34096
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06798
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56868
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76565
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97083
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18468
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4671
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7807
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86111
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94456
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03112
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16452
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35973
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56265
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77361
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99301
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72369
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90684
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111644
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332141
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570161
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827832
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107646
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412524
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74594
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662237
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093391
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571169
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10358
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69298
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34604
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06916
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58348
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78094
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98663
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20107
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42474
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75107
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85406
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93743
Ú(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09247
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28365
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48229
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68877
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90343
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22422
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2816
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906826
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111631
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332126
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570146
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827815
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107627
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412505
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271308
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662249
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093367
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571165
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10356
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69755
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35124
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07049
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59978
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79776
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00403
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21908
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4434
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67754
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84899
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02498
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21228
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40684
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60902
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8192
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03779
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.749
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906817
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111621
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332116
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570133
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827803
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107612
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412489
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271324
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662226
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093337
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571121
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10351
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7003
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35642
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07196
à(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61755
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81611
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02304
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23875
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46378
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69865
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96184
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14544
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33613
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53424
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74012
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95415
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25439
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21409
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90681
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111614
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332108
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570125
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827794
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107602
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915261
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27129
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66221
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093331
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571114
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10348
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70028
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3617
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07354
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63681
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83603
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04364
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26007
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48586
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75265
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04314
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26998
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46419
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66596
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87568
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09379
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78566
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48436
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906807
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11161
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332105
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57012
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827789
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107597
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915254
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271287
î(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662218
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093332
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571093
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10347
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70026
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36319
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0753
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6576
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85752
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06587
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28307
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5097
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82416
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11004
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39825
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59654
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80218
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0159
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2947
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11628
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45322
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906806
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111609
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332103
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57012
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827789
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589708
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915265
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271291
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662186
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093314
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571092
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10347
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70024
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36487
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07715
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67989
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88056
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0897
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30775
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57418
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89801
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17935
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4705
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73341
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94302
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.161
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76865
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38797
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42011
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906809
ğ(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111611
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332105
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570122
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827791
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589694
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915248
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271277
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662178
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093336
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571113
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10347
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70026
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36237
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07917
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70371
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90523
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11523
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33636
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64686
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97062
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25114
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54538
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85428
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08871
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34436
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03073
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67131
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71129
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906814
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111617
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332111
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570129
(340.17, 7.18, 368.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290934
