¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.99101
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6293
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40634
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31518
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37016
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63085
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10373
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.91503
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44101
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.92896
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.90594
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.88624
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.86983
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.8567
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84685
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84027
±(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.83695
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.83689
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142349
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340829
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558953
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798623
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05138
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325627
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630182
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991677
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366619
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832021
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299277
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809316
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35135
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95222
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64387
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42385
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33515
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3934
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6549
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13181
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94301
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46881
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.88957
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.8666
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84693
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.83056
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.81746
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80764
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80107
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.79777
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.79771
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148316
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347216
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566041
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806268
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059815
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334979
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640367
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002334
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377289
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84237
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308238
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.818398
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36199
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96499
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65858
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44153
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35532
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41678
ß(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67924
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16023
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97111
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49704
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.85358
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.83065
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.81103
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.79469
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.78162
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.77181
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76527
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76196
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76192
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154348
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353674
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573169
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813959
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068325
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34439
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650613
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012943
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388033
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85246
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317285
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827575
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37282
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97788
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67344
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45938
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37569
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4403
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70384
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18898
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99994
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52579
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.82096
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.79808
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.77848
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76217
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.74913
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.73935
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.73281
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.72952
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.72948
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160449
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360203
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580338
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821694
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076909
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353855
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66092
Ä(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023508
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398849
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862288
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.32641
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.836841
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38383
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99089
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68844
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4774
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39625
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46395
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72872
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21807
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02924
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55499
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.7917
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76885
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.74928
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.733
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.71997
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.71021
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.70368
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.70041
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.70037
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166615
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366807
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587549
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829475
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085567
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363375
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67129
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034026
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.409737
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871849
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335622
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846199
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39504
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00402
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70358
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49559
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41702
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48773
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75387
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24748
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05892
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58467
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76576
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.74294
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.7234
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.70714
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.69413
Á(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68438
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.67787
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.6746
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.67456
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172846
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373478
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594796
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837296
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094299
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37295
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681719
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.044493
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420696
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881144
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344912
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855647
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40642
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01727
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71886
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51394
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43798
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51164
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77929
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27722
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26462
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61486
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.74312
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.72033
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.70081
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68457
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.67159
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.66185
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.65534
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.65208
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.65204
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179144
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380221
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602084
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845162
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103103
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382578
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692207
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054909
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431726
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890163
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.354283
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865185
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.418
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03064
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73428
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53246
ã(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45913
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53568
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80498
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3073
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28923
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64554
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.72378
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.701
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68151
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.66528
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.65231
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.64259
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.63609
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.63284
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.6328
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185505
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387033
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609407
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853065
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111979
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392254
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70275
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065271
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442824
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898909
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363732
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.87481
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42976
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04413
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74984
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55114
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48048
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55984
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83093
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39999
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31419
(321.66, 7.29, 367.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67666
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.7077
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.68495
(321.66, 7.29, 367.29) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.66548
