¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.35971
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839963
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039885
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252976
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48052
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724005
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085144
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484324
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926353
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375187
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903912
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43844
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56777
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70193
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84117
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98573
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13593
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29197
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44285
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55118
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66338
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76082
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85241
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94722
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04535
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14217
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23392
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32899
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4274
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240975
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470279
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649268
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837019
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03679
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249659
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476971
„(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720212
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076971
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47531
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9163
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31159
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832821
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41749
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55654
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69038
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82931
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97356
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12333
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27904
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39512
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50251
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61367
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72424
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81519
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90938
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00689
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10784
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21233
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32052
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41901
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244511
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47008
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646715
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834312
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033882
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246575
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473713
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716689
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068865
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466296
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956746
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311665
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762788
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33876
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54658
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68014
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81875
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96271
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11223
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24647
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34934
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45576
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56599
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68012
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7799
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87353
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97044
„(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07076
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17459
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28207
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39338
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247971
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472148
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644385
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831841
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031257
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243795
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470727
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713495
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060719
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45734
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999974
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33478
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693869
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26127
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53786
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67123
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80959
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95329
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1025
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20342
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30543
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41097
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52031
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63346
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74651
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83956
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93588
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03561
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13886
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24571
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35635
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25138
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47513
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642265
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829584
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028879
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241252
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46799
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710609
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052652
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448439
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042765
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358628
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642314
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18509
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53042
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66355
ş(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80173
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94518
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06448
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1622
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26337
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36813
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47656
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5888
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70507
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80751
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90333
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0025
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10514
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2114
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32142
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254692
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47839
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645033
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827602
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026745
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238962
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465582
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708025
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0446
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439547
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085047
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383265
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668504
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11011
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52428
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6572
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7952
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93208
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02579
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12276
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22316
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32709
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4347
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5461
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66149
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77732
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87264
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97129
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07339
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17912
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28854
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256169
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481861
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648697
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82583
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024852
„(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236988
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463448
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705729
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036598
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430711
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126812
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408621
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695527
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0364
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51933
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65212
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78999
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8958
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98881
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08511
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18476
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28793
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39476
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50534
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61984
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73842
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84383
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.942
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04361
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1488
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25768
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256809
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483454
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652668
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829605
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023218
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235224
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461596
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703759
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02864
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421919
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164181
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434787
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723393
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03173
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51561
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64833
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77197
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86119
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95354
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04918
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14813
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25061
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35664
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46646
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58015
‡(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69792
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8169
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91459
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01575
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12043
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22883
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257415
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484087
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656862
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834047
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022031
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233751
(334.68, 7.16, 313.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460014
