¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(416.09, 14.51, 246.24) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.618535
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989409
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58939
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26786
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04107
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91026
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88501
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04696
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83925
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52898
«(416.04, 14.51, 246.22) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 16.90399
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.92107
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.89918
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.88031
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.86443
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.85154
(416.04, 14.51, 246.22) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 17.07555
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.83467
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.83069
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.82966
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567874
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754539
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955074
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171044
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406704
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667529
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951574
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262029
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600524
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524181
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953405
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429545
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96082
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5572
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23127
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99924
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85544
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82147
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98079
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79824
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51695
(416.04, 14.51, 246.22) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 17.16676
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92743
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.91402
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.89513
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.87924
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.86633
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.85641
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.84945
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.84546
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.84443
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557587
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743504
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943207
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158259
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393867
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653575
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936354
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245364
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581676
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503567
½(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930583
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40421
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932448
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52526
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19508
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95784
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80129
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75879
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91535
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75886
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60401
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55619
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67636
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.358
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.33984
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.32342
(416.04, 14.51, 246.22) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 19.88412
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.87419
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.86722
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.86322
(416.04, 14.51, 246.22) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 19.86219
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547365
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732539
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931419
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145895
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381091
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639692
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921213
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22879
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56296
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926652
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907958
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379056
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904344
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49362
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15917
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.64238
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74782
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69694
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85067
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72108
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69289
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.62524
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.44961
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.24614
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.22777
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.44701
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53141
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.5206
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.51241
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50683
(416.04, 14.51, 246.22) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 19.82146
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537209
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721648
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919709
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13361
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368381
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625878
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906151
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212307
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544371
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906176
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885493
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354107
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876464
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46221
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12362
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.5492
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.71918
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.73244
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.70308
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.6756
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.64999
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.63602
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.6318
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.62931
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.31157
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53167
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.51823
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50743
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49925
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49368
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49073
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527121
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710829
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908083
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121406
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355733
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61214
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891176
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196023
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52592
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885851
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.283236
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329349
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848796
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4311
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08838
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.50891
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.76085
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57564
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72354
®(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66349
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87597
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.60135
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.90533
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.81927
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.64247
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.71246
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50768
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49689
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48872
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48316
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48022
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517101
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700088
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896538
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109285
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343156
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598477
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876284
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180036
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507601
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865679
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260919
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304832
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821389
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40032
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05351
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.61794
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59138
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51617
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66109
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74465
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97034
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.59337
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.79914
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54795
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.68928
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.83438
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49977
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48898
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48081
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47526
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47232
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507153
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689421
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885076
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097244
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330646
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584892
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861479
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164136
®(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489418
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845662
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23906
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670909
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794231
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36977
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01898
(416.04, 14.51, 246.22) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.73027
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54058
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46317
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59938
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79923
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01814
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.58803
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.56399
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54262
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.52392
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50788
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49446
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48368
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47552
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.46997
(416.04, 14.51, 246.22) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.46703
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497272
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678832
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873847
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085288
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318205
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571382
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846759
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.148327
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471372
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825801
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218162
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646655
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764806
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33615
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98027
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69838
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49043
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41137
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53842
(416.04, 14.51, 246.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73328
