¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(381.21, 14.26, 265.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60406
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05817
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03788
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33763
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.77042
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412982
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782938
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221519
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709221
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278994
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918417
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69472
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65677
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28047
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12795
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13858
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.39733
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.82545
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414805
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784955
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219858
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708688
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.273579
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914861
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68554
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63689
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25604
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21381
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33442
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46346
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.86403
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416222
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786526
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217504
»(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707496
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267208
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.9104
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67517
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61519
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22329
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32105
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57016
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.52731
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.88983
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417234
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.787645
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214454
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705644
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25988
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.905035
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66362
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5917
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17817
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83628
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.8125
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56466
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91319
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417842
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788317
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210714
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703134
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251602
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898768
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6509
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67151
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13041
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71043
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03837
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60101
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95358
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418043
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788541
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206285
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699968
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245836
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891612
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63702
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63578
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08001
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5786
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.28937
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.63598
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98543
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417839
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788316
Í(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20117
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696147
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241508
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883564
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62199
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5982
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02721
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44075
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54028
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6687
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.99823
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41723
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78764
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198277
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691676
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236437
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874635
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60583
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5589
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9719
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2974
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70099
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.68649
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416216
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786517
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197028
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686555
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230632
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864825
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45492
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51786
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91421
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14897
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72346
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.7149
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414796
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784946
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19528
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680789
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224095
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854145
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44206
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47515
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85431
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99569
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75519
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.74199
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412971
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782926
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193031
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674378
é(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216826
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842604
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42787
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43085
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79202
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83813
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79262
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76685
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410717
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780463
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190289
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667327
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208838
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.830206
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41247
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38798
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72769
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6764
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8284
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78789
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408051
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777551
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187049
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659644
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200131
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60398
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39582
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36822
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66123
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50129
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86243
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91666
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404984
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774195
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183316
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651328
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190711
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59094
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37786
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34706
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59284
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33801
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89474
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.1051
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401514
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770398
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179091
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642385
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180583
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57694
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35875
ş(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32444
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52244
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24014
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91335
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.27954
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397645
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766162
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174379
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63049
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885044
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56204
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34041
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30041
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45025
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14819
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90937
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.47985
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395324
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761488
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169178
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623432
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871248
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5462
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3221
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27501
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3991
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05428
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90374
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67668
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393635
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756376
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163491
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61707
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856618
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52952
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30277
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24803
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35701
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95823
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89643
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83885
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391627
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750829
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157323
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610172
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841263
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51192
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28238
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21157
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3135
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86031
Š(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88749
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82818
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.99467
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389306
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744855
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.150677
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249848
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825141
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49342
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26103
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17391
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2686
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76069
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36973
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81557
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95813
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386669
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738452
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143558
(381.00, 14.34, 265.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237097
