°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç (382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.917523
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.30536
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.49785
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44249
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.785902
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.881041
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.981693
•!(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.088334
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.201487
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321744
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.449775
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.586169
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.731811
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.887761
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.056866
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.239759
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.437219
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.655105
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.89258
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.155617
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.448305
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.779021
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.156176
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.604538
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.173762
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.774736
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.472623
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29278
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.27027
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.45495
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28942
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.784915
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.88
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.980594
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.087169
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.200253
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.320435
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.44838
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.584837
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.730389
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.886239
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054076
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.236755
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.433976
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.650165
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.887204
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.148307
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.440269
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.768936
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.144527
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.592559
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.155969
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.75421
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.448681
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26449
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.23633
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.41349
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14058
¥!(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.784066
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.879103
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.979646
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.086166
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.199188
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.319305
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.447178
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.583559
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.729187
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.884952
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.052107
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.234017
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.431021
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.645529
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.882161
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.141351
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.432621
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.759265
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.133316
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.581017
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.138745
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.734345
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.425521
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23714
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20354
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.37346
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41093
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.783353
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.878351
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.978851
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.085324
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.198296
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.318357
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.44617
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.582485
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.72815
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.883901
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.050981
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.231547
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.428354
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.641423
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.877451
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.135311
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.425367
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.750011
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.122544
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.569918
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.122093
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.715146
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.40314
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21073
ñ!(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.17188
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.33483
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02368
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.22193
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.18202
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.1506
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.782776
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.877742
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.978207
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.084642
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.197574
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.31759
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.445354
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.581615
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.727221
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.883085
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.050105
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.229763
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.425974
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.638846
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.873074
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.130529
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.418501
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.741176
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.112206
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.559251
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.106001
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.6966
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.381531
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18523
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.14134
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.29759
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83717
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.06374
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.9499
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.92319
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.89925
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.782335
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.877276
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.977715
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.084122
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.197021
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.317003
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.44473
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.580949
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.726511
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.882378
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.049482
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.229093
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.423882
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.63658
ï!(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.869025
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.126109
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.412021
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.732752
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.102299
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.549019
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.090472
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.678703
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.360689
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16064
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.11191
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.26073
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65608
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.01811
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.91755
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.89195
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.86911
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.78203
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.876954
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.977375
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.083761
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.196639
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.316597
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.444299
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.58049
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.726019
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881853
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.049092
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.228694
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.422363
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.634626
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.865431
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.122052
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.405929
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.724741
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.092824
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.53922
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.075496
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.661455
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.340605
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13696
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.08357
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.15711
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4802
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.19923
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 18.0243
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.99928
(382.55, 11.11, 325.97) (349.22, 2.71, 319.87) (0.81, 2.16, 0.81) Human 17.97733
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.781861
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.876776
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.977186
Æ!(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.083562
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.196428
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.316374
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.444059
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.580236
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.725748
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881562
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.04878
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.228568
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.422226
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632981
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.863646
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.118353
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.400223
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.718181
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.083776
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.529853
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.061075
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.644847
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.32127
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11417
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05632
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.05643
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30941
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.781828
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.876741
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.977149
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.083523
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.196387
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.31633
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.444013
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.580185
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.725694
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881506
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.048719
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.228603
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.42238
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.631821
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.862195
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115014
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.395586
(382.55, 11.11, 325.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.712305
