¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦ (361.36, 7.41, 351.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01666
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734353
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93717
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155787
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392131
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648365
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927106
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231345
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564701
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911226
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285427
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698157
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155546
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577637
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928309
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30287
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70848
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14906
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66769
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65838
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18114
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56581
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74249
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907207
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051439
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20517
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369425
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545197
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733774
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936524
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155116
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391403
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647603
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926262
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230429
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563688
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911883
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286147
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698946
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156466
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625842
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977199
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35563
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76555
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21101
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74802
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6796
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19873
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46482
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73327
ˆ(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906894
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051109
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204833
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369006
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544778
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733327
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93606
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154606
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390863
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646983
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925575
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229687
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562928
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912864
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287249
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700162
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157776
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668681
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0275
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40989
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8243
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27485
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8306
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70176
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21697
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86237
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72623
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34616
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.32349
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.30449
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.28914
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906703
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050861
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20456
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368754
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544496
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733032
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935723
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154254
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390463
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646577
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925157
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229184
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562392
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914198
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288694
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701745
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159563
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682173
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0792
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46572
Œ(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88477
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34054
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91532
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72491
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23597
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79354
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72138
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.31925
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2983
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28086
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.26691
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906539
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050724
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204428
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368598
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544357
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732849
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935556
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154044
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390259
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646334
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924875
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22893
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562052
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915851
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290524
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703757
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170069
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694837
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13235
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52313
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94697
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40811
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00236
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81919
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25558
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58994
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7187
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.15789
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.13828
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12216
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1095
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906551
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050714
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204403
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3686
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544312
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732828
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935517
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154013
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390203
‹(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646297
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924824
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22886
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562032
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917822
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292699
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710988
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181804
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707988
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15483
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58217
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01095
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47772
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09171
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92127
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27596
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30469
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7182
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906598
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050796
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204511
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368688
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544425
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732919
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935642
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154142
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390354
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646458
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925004
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229039
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562208
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92015
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297177
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721962
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193998
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721603
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17679
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64285
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07673
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54933
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18344
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02617
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30895
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02812
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48309
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58572
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.56565
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54928
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.53659
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906813
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050961
…(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20469
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368908
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544642
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733181
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935903
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154421
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390672
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646771
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925377
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229448
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562609
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922788
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307421
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733293
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206631
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735792
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19965
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67612
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1444
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62299
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27769
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13403
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45682
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98091
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97389
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7106
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.6918
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67657
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.66488
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907063
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051253
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205019
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369215
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733574
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936317
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154861
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391112
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6473
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925909
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230051
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563299
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930007
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318028
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745042
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219734
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750468
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22345
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70218
(362.23, 7.40, 351.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21395
