¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚!(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.9588
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114598
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339126
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573937
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800315
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041826
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300036
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594952
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998901
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444145
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09691
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.428
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78321
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17896
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51841
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61562
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70675
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80113
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89878
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99988
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10453
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21289
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32501
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44112
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56133
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68578
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81468
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93152
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04166
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350191
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583241
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835103
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108087
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341864
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572708
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798944
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040403
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298544
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578566
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980905
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424267
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13372
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46737
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8254
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21053
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52234
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6103
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70133
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79555
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89314
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99411
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09869
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2069
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31895
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43492
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.555
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67935
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80807
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9408
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05115
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345065
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577128
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828506
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100906
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344788
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571767
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797987
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03933
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297412
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573932
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963095
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404638
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17148
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50776
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86871
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2571
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55006
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63116
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71513
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80214
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89221
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99006
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0945
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20266
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31459
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43052
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55053
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67475
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8034
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93667
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06256
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839982
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028897
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231333
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448875
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683205
ˆ(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936249
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210302
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517372
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854453
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224505
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632453
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077248
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597527
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18951
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84724
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61524
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61713
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86743
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843855
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033003
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23579
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453652
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688332
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941787
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216337
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524215
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861913
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232704
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641539
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091184
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614495
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20873
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88299
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68689
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7019
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17329
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847788
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037225
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240304
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458492
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693559
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947433
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222494
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531075
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869474
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240969
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650722
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104696
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631589
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22804
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90495
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75955
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78867
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45298
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852679
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042659
ƒ(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246284
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465171
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700974
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955678
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231666
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543492
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883567
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257051
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669048
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125761
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666843
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26921
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95343
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84172
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88612
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60496
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860195
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050679
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254932
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474454
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71096
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966496
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243415
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559691
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901303
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276577
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690622
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149957
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705564
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31301
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00338
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92485
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98481
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7588
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867776
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058796
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26362
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483815
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721061
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977438
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255273
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575989
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919188
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296254
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712414
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17686
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74461
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3572
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0538
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00895
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10465
ˆ(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91458
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875401
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066984
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272385
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493254
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731247
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988448
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267462
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592423
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937175
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316057
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734311
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203822
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78394
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40181
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11064
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09402
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23048
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1234
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883094
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075212
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281253
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502804
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741524
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999588
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279924
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606678
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955327
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336061
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756408
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230817
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823629
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44679
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17323
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18008
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35788
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35678
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60098
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890895
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083523
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290201
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512408
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751898
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010835
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292476
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620417
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973591
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356178
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778693
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257831
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863668
‘(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49216
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23608
(336.81, 7.12, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26715
