¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54726
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07216
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33391
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6139
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958775
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148465
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351608
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569646
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221387
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485562
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777585
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095727
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449928
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83786
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264642
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736219
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24809
ô(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72384
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05282
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40442
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78091
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.185
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61977
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01644
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37618
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58269
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78117
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98761
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20251
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42628
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65944
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90253
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15611
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42648
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77685
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951124
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140284
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342841
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560231
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209445
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474308
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765368
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081261
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432667
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818934
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243768
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713132
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20739
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69284
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07241
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4253
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80327
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20894
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64548
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99386
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35228
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65238
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85293
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06164
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27888
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50513
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74091
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98675
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24804
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58789
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94568
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94356
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132196
ö(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334174
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550923
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197652
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463179
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7533
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068168
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415574
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800215
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223141
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690279
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16735
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64881
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09294
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44719
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82665
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23405
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63603
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97275
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32997
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70951
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92735
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13838
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35811
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58694
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82542
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07807
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40801
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75512
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12071
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93608
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124201
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325607
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943314
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185983
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452171
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741396
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055244
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398662
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781647
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202713
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66765
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12798
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60551
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1144
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47011
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85117
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26029
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61744
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95314
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30924
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68756
ñ(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00448
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21791
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44017
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67173
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9161
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23668
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57371
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92843
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30216
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928689
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116299
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317143
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932624
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174741
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441278
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729611
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042424
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382917
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763313
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182471
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645279
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08926
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56296
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08508
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49405
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87678
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28418
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60025
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93501
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29007
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66723
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06862
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30031
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52523
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7617
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07339
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40091
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74534
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.108
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49028
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921573
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10849
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308778
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922031
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164774
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43056
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71798
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029762
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369151
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745117
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162432
ı(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622807
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05117
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52115
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03891
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51903
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9035
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26917
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58445
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91829
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27241
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64855
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04883
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38561
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61448
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91778
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23624
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.571
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9199
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27314
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64497
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916604
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100777
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300518
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911636
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154936
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419926
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706477
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017319
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355568
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727115
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142647
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588608
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01379
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48005
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99358
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54505
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93136
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25549
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57001
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90308
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25632
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63154
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03077
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45958
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75153
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04561
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35401
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67774
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01781
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37546
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75203
÷(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908713
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093158
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6783
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90133
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145266
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409457
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69512
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005002
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342121
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710289
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123047
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554949
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97699
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43969
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94908
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51251
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94629
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24311
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55697
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89066
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25973
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65262
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0717
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49135
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83746
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1351
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44724
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77495
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11932
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48161
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21646
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900018
(425.25, 9.62, 362.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085636
