¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(398.14, 14.02, 247.93) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.239174
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77035
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59453
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42271
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36083
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5552
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.35362
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.34415
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.33743
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.33344
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.3322
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.33369
Î(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.33792
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958832
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153176
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361597
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585641
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827118
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086471
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360164
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657081
(398.14, 14.02, 247.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.338463
(398.14, 14.02, 247.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.316292
(398.14, 14.02, 247.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.295341
(398.14, 14.02, 247.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.304149
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565428
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04493
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57667
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13443
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71552
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36257
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05941
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79637
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62376
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43856
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37868
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57272
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.3167
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.30724
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.30053
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.29655
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.29531
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.29679
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.301
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964472
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15922
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36808
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592636
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834648
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094851
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369256
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6669
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990848
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344711
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732681
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145558
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581511
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06272
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59646
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15684
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74038
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39028
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08437
×(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82339
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65418
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4602
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39806
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5918
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.28265
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.27321
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.2665
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.26253
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.26128
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.26276
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.26696
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970171
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165325
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374634
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599668
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84224
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103357
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378418
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676847
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001725
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356577
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745728
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160461
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597955
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08089
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61666
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.99802
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.98104
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.15411
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11628
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85144
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68575
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.496
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4189
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61238
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.25144
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.24201
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.23532
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.23135
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.2301
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.23157
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.23576
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975929
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171467
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381249
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606802
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849936
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111925
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387729
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686994
Ø(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012737
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368658
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758998
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175684
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61468
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09941
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.39844
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.38056
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.36429
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44804
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14914
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88054
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71852
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53333
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44125
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63454
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.22305
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.21364
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.20695
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.20298
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.20173
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.2032
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.20739
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981739
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177722
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38793
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614012
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857683
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120659
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397157
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697241
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02394
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380898
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772427
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191204
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631776
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.865952
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.84728
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.830141
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.43131
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47807
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1831
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9107
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75248
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57224
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46515
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65826
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12816
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.27911
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.24711
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.21808
Õ(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.19199
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.16884
(398.14, 14.02, 247.93) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.14859
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987583
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183982
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394706
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621254
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865553
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129455
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406731
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70762
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035239
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393259
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786056
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207033
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.390224
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.370837
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.352923
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.497148
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.95714
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.17211
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21805
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94756
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78765
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61266
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50623
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68351
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13502
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00644
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993519
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190337
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401517
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62858
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873495
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138258
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416416
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718143
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04673
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405824
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799855
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225339
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.942921
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.924302
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.907087
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.39651
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.52198
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54052
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25408
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98775
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82402
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6547
Ö(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55328
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71038
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16949
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92419
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999537
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196775
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408394
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636006
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881475
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146903
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426204
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728799
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058334
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418576
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813845
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.556765
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.5375
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.519592
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.894521
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.00586
(398.14, 14.02, 247.93) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.27594
(398.14, 14.02, 247.93) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.98396
(398.14, 14.02, 247.93) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.09876
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02915
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86165
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69831
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49274
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7388
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.206
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88222
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61924
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00556
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203229
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415347
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643479
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88956
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155637
(398.14, 14.02, 247.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436169
