¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919347
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314014
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492566
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679585
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867569
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03575
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92242
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550189
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785033
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038458
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312663
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61027
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93436
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151168
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274219
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406492
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544393
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688156
¸(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838234
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99493
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15867
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329916
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509161
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696873
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88244
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47681
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559277
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794812
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049048
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324128
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622734
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947977
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159851
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28727
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420018
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558392
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702719
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853332
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010623
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174962
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346896
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526772
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715237
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06476
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37953
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566106
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801602
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055715
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330643
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629103
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954084
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165895
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293484
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426402
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564951
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709452
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860212
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017713
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182261
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354377
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534528
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723238
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57492
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71936
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56669
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802216
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056338
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331341
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629854
µ(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954929
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168089
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295729
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428703
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567334
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711924
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862802
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020394
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185095
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357337
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537584
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837306
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00938
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7203
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567219
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802782
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056979
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332041
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630563
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955722
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170998
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298739
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431848
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570586
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715285
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866307
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024014
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188836
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361231
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541637
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19787
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42447
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72247
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567722
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803328
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05758
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332682
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63129
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95649
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174621
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302515
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435751
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57462
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719483
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87064
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02855
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193517
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366124
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68433
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59931
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42769
¶(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72589
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568195
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80385
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058111
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333262
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631942
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957202
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178989
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307029
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440413
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579465
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724513
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875865
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033942
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199171
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371985
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865264
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03283
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43213
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73058
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56867
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804326
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058629
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333845
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63258
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957893
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184113
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312314
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445895
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585154
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730413
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881982
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040311
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20577
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537589
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21451
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15543
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43772
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7365
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569087
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804775
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059163
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334367
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633172
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958558
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189923
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318376
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45218
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591636
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737131
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88897
·(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047545
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231895
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713387
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61405
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16189
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44454
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74364
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569502
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805232
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059621
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334915
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633717
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959165
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19652
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325184
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459201
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598941
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74472
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896855
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055738
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396455
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896102
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90162
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16947
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45252
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75207
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569862
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805635
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060064
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33537
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634222
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959716
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20382
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332769
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467088
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60707
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753169
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905622
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100393
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567233
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22085
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90994
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17818
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46168
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76176
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570189
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806009
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060464
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335824
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63473
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960239
¸(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211913
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341088
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475726
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616069
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762444
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915242
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260314
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74461
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61712
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91929
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18802
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47205
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7727
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03206
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570539
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80636
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060877
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336238
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63516
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960726
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220717
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350225
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485178
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625841
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772604
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973235
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426255
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928943
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67469
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92974
(439.46, 14.00, 279.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19898
