¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹ (397.81, 14.26, 245.06) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.137028
°(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6892
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65207
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90092
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.56546
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.55144
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53918
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.52866
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.52952
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.70749
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297706
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467272
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649035
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844123
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053889
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727827
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992539
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280091
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593477
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936287
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301541
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70828
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163793
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671079
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23949
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73388
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23931
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05527
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71739
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84515
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87123
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.55715
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.54314
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53089
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.52038
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51912
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.69675
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.292913
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462145
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643746
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838238
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04755
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273399
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983914
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270694
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583192
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925034
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286968
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69077
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144361
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649391
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21512
­(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72181
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24646
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07837
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74669
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04375
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84385
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.55058
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53658
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.52433
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51383
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.51035
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.6877
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288184
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457142
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638342
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832433
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041298
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266646
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975378
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261392
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573044
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913921
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272618
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673471
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125136
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627947
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19102
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71037
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26669
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10178
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8662
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20287
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83818
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.54574
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53174
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5195
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.50901
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.50321
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.68034
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.283518
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452347
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633014
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826709
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035132
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259988
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966918
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25219
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563028
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902101
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258433
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656375
¾(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106142
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606759
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16729
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69956
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28725
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12552
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03717
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17054
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83395
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.59184
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.91592
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.20808
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.70427
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.69535
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.4593
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89348
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88711
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88432
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88508
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278917
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447619
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62776
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821066
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029056
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253426
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958576
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243155
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553177
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889372
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244543
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639482
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087434
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58589
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14382
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68938
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30803
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14958
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09716
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13406
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83119
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42937
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.9057
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22931
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.70286
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.69395
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.4578
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96774
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96135
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95854
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.9593
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.274556
 (398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442838
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622583
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815505
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023065
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246959
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489146
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234199
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543409
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876865
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230835
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622801
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068958
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565293
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12068
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67979
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32913
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17398
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07057
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09402
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82991
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42794
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.89759
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16349
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.47613
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.46617
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.45815
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270262
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438076
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617481
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810024
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017165
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240589
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482249
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225388
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53379
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864539
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217324
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606343
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050691
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544933
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09786
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67084
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3505
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14783
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04447
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0549
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83007
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42813
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.89158
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.59126
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5807
§(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.57188
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.90319
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.54818
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.266031
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433388
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612457
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804629
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011355
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234316
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475456
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216698
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524316
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852415
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204062
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590126
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032697
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524879
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07534
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66251
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3586
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11865
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01888
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.76098
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.73479
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.71859
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.70483
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.59506
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5845
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.57568
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.8576
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.5523
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261831
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428768
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607507
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799314
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005632
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228139
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468769
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728805
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514939
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840517
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191023
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575666
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014951
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505093
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05315
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65478
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33345
(398.25, 14.17, 244.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08998
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.78363
(398.25, 14.17, 244.89) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.7547
