¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(333.30, 7.43, 363.47) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53294
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24107
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17764
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07863
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05746
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.03903
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02333
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01033
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.00005
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.99246
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.98756
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.98534
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.98581
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029251
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231457
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448694
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682659
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935313
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208942
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509644
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837296
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285847
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58365
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.027049
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519035
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07674
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71274
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43987
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2482
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17487
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30753
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61742
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22906
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16294
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.09804
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07685
Ú(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05839
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04267
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02966
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01936
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01176
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.00685
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.00463
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.0051
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03032
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232606
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44993
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68399
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936753
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210502
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510626
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998704
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183386
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584523
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.028027
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.520124
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0765
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71139
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43988
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24787
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17004
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29994
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60399
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21729
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14853
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.1202
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.09898
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.0805
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.06475
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05173
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04141
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.0338
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02888
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02666
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02712
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031418
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233785
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451198
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685357
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938231
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212105
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511643
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861352
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184235
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585421
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029134
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52125
ï(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07626
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71202
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43996
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24762
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16837
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29231
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59055
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20574
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01296
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14513
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.12388
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10537
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.0896
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07655
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.06622
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05859
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05367
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05144
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.0519
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032546
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234994
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452497
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68676
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939746
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213749
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608471
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83207
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185546
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.586343
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03033
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522409
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07602
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71295
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44011
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24745
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16814
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28465
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58165
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19444
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79031
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.17284
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15155
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.13302
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.11722
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10415
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.0938
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.08616
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.08122
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07899
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07945
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033701
µ(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236234
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45383
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688197
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941302
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373854
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510339
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.833608
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187231
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587291
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031498
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523605
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07577
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71394
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43987
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24735
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.168
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27697
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57562
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18336
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71336
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.20337
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18204
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.16347
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14764
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.13455
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.12418
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.11652
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.11157
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10932
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10978
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034883
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237504
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455195
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68967
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942894
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259416
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511796
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835196
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188972
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588264
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032576
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524836
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07551
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71498
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43827
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24691
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16795
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26925
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56974
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17251
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72443
è(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.23673
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.21536
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.19675
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18089
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.16776
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15737
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14969
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14473
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14248
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14293
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036097
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238804
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456594
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691176
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04866
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212769
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5133
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836839
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190772
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589259
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033682
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5261
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07655
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71566
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43666
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24624
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16799
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26438
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56403
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16187
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73709
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.27294
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.25152
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.23287
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.21698
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.20382
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.1934
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18571
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18073
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.17847
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.17892
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037334
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240133
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458025
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852123
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945591
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213566
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514852
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838533
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19263
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590281
è(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034814
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5274
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07816
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71537
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43503
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24561
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16812
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26287
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55848
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15147
(333.30, 7.43, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75139
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.31204
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.29057
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.27188
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.25595
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.24276
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.23231
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.2246
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.2196
(333.30, 7.43, 363.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.21733
