¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(378.82, 7.61, 346.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2678
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00948
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90094
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85814
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0157
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48108
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1148
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72564
ç(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38051
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50957
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65849
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82683
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99478
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15917
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32928
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50544
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028586
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131665
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239266
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351722
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469278
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572084
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814681
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127056
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470585
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850191
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.097087
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130834
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562985
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091269
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.690565
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37611
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16476
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08368
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08664
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4069
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84494
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48535
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14871
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27177
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3994
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53172
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67735
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84908
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02686
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21089
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39069
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041343
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144917
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253068
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366056
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484207
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604701
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864823
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182086
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531295
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917417
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053726
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148227
×(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654454
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196213
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810168
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51364
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32455
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27142
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32361
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71105
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22555
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87239
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04536
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16707
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29328
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42416
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55982
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70228
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87752
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05892
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24669
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054526
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158641
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267332
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380908
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499661
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629449
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915696
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237973
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592939
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985803
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014449
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225068
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742168
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30363
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932782
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65491
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48901
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46513
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56951
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01476
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6241
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27705
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94591
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06627
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19116
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32067
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4549
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59402
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73815
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91222
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09741
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068209
Î(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172842
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282128
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396301
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5157
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664136
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967257
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2947
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655608
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987142
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995124
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.303301
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831622
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413587
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0585
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80002
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65834
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66507
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00422
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3309
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94789
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70043
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85024
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96936
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09295
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22113
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35402
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49173
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63442
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78225
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95338
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082356
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187551
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297387
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412172
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532263
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700851
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019593
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352264
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719261
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948526
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976836
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382954
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922853
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526163
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18744
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94912
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83272
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87151
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29919
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66033
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30136
ä(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64464
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7583
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87625
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99861
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12551
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25709
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39345
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53476
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68116
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83278
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096924
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202724
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313178
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428622
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564819
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74375
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067011
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41069
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783886
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911435
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976606
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.464047
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015901
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635522
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31968
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10236
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01236
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08475
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58408
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03295
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6779
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6364
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69961
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78676
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90799
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03368
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.164
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29913
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43909
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58409
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73432
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11198
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218365
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329469
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445579
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599676
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787116
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114826
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470003
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849564
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875836
Î(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049694
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.546618
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110377
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744265
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45535
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25988
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19747
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3051
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86909
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38331
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07067
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72082
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78469
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85191
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9226
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99677
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07474
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20857
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34727
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49103
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63984
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127521
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234495
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346269
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47015
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635253
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83091
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163152
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530214
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85808
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858582
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124019
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.630681
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.206211
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855348
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59455
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42184
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38828
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53288
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16462
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69741
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36456
(378.70, 7.61, 346.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80883
