¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.63589
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67538
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37373
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21568
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37129
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09211
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378435
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5988
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835978
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091937
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368962
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669669
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997242
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355311
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750026
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201303
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679452
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13043
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62824
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32012
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18432
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33365
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29395
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374876
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594962
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831866
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087461
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364116
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664421
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991481
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349029
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743368
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193937
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645519
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09322
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58611
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26697
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15266
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29566
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50032
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371333
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591148
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827751
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083051
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359289
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659204
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98578
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342786
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736703
…(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186519
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612075
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05649
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54563
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21427
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12066
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2573
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71132
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367803
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587373
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823628
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078612
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354512
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653964
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980123
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336539
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729996
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176411
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579081
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02026
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50571
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16204
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0884
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21861
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364279
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583558
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819589
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074207
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349716
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64878
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974437
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330338
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723307
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146627
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546551
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984598
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46638
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11029
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05588
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17964
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360767
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57979
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815512
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069803
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344936
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643602
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968772
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32419
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716573
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117262
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514437
…(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949368
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42762
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08237
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02305
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6214
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357268
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576031
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811426
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065434
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340202
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638455
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963158
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318024
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709793
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088291
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482821
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914707
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38942
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05433
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98999
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80473
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355373
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573659
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80742
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061061
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33548
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633306
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957567
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311872
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700285
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059743
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451629
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88051
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35179
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02607
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95665
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52827
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353899
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572031
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803375
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056722
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330801
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628185
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951988
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305794
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696961
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05019
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434799
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855085
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31617
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99763
‹(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92313
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39269
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352372
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570346
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799376
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052406
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326101
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623093
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946431
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299696
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716196
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071095
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457575
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880021
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34356
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90047
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83015
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26111
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350879
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566701
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795397
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04809
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321413
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618023
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940916
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293636
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735767
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09233
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480769
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905378
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33103
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79216
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70241
(384.21, 6.70, 353.49) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 22.93965
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349422
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563097
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791434
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043798
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31679
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612977
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935383
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290235
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755623
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113933
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504301
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931139
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29415
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68561
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57695
(384.21, 6.70, 353.49) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 21.03008
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347943
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559504
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787485
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03953
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312173
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607953
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929921
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319525
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775801
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135826
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52821
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957312
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25834
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58082
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45378
(384.21, 6.70, 353.49) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 20.71149
(384.21, 6.70, 353.49) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 23.28116
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344868
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555979
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783548
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035283
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307589
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602946
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924467
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348609
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796251
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158104
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552478
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964822
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2236
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49776
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33284
(384.21, 6.70, 353.49) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 21.48421
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341634
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552522
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779652
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031055
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302978
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597986
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919047
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377439
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817042
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180721
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577146
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932864
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18988
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46214
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21414
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35152
(384.21, 6.70, 353.49) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 24.15628
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338433
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549069
