¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.54, 15.93, 285.68) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 17.5043
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.02667
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.06247
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.88696
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8831
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.879369
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.866044
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.87518
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.88508
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.895754
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.907207
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.919451
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.993456
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.1873
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627139
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899783
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193897
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512044
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857353
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222335
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606383
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02536
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56576
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22746
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00341
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37935
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.96389
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.50809
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.01428
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.99323
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.97505
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.95974
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.94728
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.34576
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.78552
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7817
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.857328
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.850188
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.859198
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.868969
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.87951
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.890827
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.902931
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.007418
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.202418
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596632
ç(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866963
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158489
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473758
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815758
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177351
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557458
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991626
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55797
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32222
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20083
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48038
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.06927
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.63373
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.93798
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.91704
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.89896
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.88373
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.87135
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.64021
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68823
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68446
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.836211
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.835044
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.843933
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.853581
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.863996
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.875184
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.887156
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.021581
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.217756
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584652
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834752
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123781
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436234
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775055
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13335
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509644
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985105
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55062
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43233
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28207
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59744
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.1769
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.7622
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.86509
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.84426
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.82627
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.81114
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.79882
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.94645
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.85966
é(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79126
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.815999
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.8206
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.829376
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.838907
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.849202
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.860267
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.872111
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.035945
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.233316
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581104
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822542
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089733
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399467
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735173
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090304
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473037
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979053
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54388
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51411
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36472
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.62033
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.28682
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.89356
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.81014
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.77483
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.75694
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.74188
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 18.72964
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.798926
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.806848
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.815516
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.824937
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.835117
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.846066
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.867099
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.05051
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.249098
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577994
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819184
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077504
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363409
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696119
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048212
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468005
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973478
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53765
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59559
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46127
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.55407
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.39907
ß(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.02787
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.65014
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.5565
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.46664
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.38047
(377.54, 15.93, 285.68) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 19.29794
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.785956
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.793778
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.802344
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.81166
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.821733
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.832572
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.880765
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.065276
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349721
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575276
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816292
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074396
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351435
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657841
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008443
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463427
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96838
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53193
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67676
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56564
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.4908
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.5137
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.1652
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.16409
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.63242
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.773654
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.781382
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.789851
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.799068
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.80904
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.819774
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.894615
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.080245
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347579
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572965
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813844
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071809
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348639
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646477
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004683
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459282
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963759
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52675
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75752
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6666
Ô(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.43047
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.63076
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.30562
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.33561
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.84665
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.762012
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.769651
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.778031
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.787155
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.79703
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.807666
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.908648
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.095417
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345801
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571071
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811844
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069633
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346342
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646852
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024402
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455522
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95959
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52211
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8379
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76457
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.37301
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.7503
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.4492
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.51127
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.06647
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.751024
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.75858
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.766873
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.775909
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.785696
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.796239
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 4.922868
(377.54, 15.93, 285.68) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.110792
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344413
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569633
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810258
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067959
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344541
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674416
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054534
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470947
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955917
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.518
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95601
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86422
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.4297
Ğ(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.87237
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.596
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.69117
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.29204
