¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(437.18, 15.13, 251.20) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 18.18838
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378092
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550462
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733441
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928022
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135262
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356416
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650084
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748778
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851238
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957663
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068213
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183123
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302629
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42691
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556317
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691032
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831424
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977787
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177311
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456734
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649103
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850987
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06301
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28595
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52057
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76781
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393133
¹(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566412
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750373
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94601
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154424
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383813
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72182
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822645
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927327
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036066
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149067
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266535
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388724
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515858
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648211
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786102
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929795
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079633
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419587
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641298
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841609
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05196
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27305
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50569
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75077
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408442
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582627
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76757
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964294
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173902
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412321
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755348
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898725
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005719
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116879
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232422
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352572
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477552
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607647
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743115
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884278
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03143
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283864
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635555
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834415
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04319
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26261
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49341
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73647
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423996
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599116
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785084
¸(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982913
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193719
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440969
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786823
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977068
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086481
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200184
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318364
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441305
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569229
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702395
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841121
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985682
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15325
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533014
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829307
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03665
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25449
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48358
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72482
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97906
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439817
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61587
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802866
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00183
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213882
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469755
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818476
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057788
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169714
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286036
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407008
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532849
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66383
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800224
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942333
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090484
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395575
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79666
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03217
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24857
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47612
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71565
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96807
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455882
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632911
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820964
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021082
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234401
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498676
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850289
¸(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14097
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255504
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374588
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49843
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627299
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761478
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901228
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046896
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263145
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651807
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02965
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24476
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47091
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70888
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9596
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472209
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650216
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839358
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040636
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255254
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527756
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882273
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226686
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343953
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465896
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592751
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724805
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862298
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005578
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154951
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512228
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923072
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24296
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46779
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70435
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95353
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488794
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667807
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858043
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060509
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276453
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556966
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914418
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308659
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435154
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560083
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690082
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825434
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966431
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11339
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37757
»(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775704
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21073
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46672
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70198
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94974
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505627
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685678
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87702
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080729
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297999
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586286
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946713
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344381
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529184
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657261
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790547
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929348
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073996
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247521
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633581
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05483
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46753
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70165
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94814
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522728
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703819
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896304
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101241
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31988
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615754
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979148
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380279
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626221
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757524
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894248
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036677
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185141
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496302
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904503
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35099
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70322
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94858
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528908
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722254
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915881
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122103
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342113
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645325
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011744
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416366
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726315
·(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861028
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001335
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147556
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363574
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759345
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19166
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6657
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95093
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527451
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740956
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935768
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143276
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364713
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675024
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044476
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452622
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829594
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967888
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111949
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262143
(436.74, 15.07, 250.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619037
