¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿ (431.85, 14.35, 327.61) (426.17, 14.31, 302.89) (8.74, 13.67, 17.31) Truck 7.039105
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.21348
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.19946
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.18744
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.17741
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.16935
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.16326
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.15915
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.157
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.15681
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.15859
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.16233
ï(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673043
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01088
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381123
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788623
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22789
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709564
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2459
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84667
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52411
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29376
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17566
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.42662
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.4044
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.38424
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.36613
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.35007
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.33603
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.324
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.31399
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.30597
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.29994
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.29591
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.29386
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.2938
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.29572
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.30286
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668708
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006115
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375917
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782923
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223794
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705001
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24081
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84027
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51762
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28634
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16713
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.63975
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.62195
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.60623
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.59257
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.58096
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.5714
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.56388
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.55838
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.55491
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.55346
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.55404
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.56354
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.58385
(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.60626
É(431.99, 14.42, 326.05) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 13.63078
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664134
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001121
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370427
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776825
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219347
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700076
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23531
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82922
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5106
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27837
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15794
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30707
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46548
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 15.14302
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27286
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45011
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94539
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659315
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995852
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364637
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770449
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214607
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694811
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22941
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81779
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50313
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26981
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14807
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27621
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.8438
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 15.09965
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32578
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26845
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85669
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654265
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990319
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358545
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763721
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209562
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689201
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22238
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80604
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49516
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2607
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1376
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23425
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.54445
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 15.05585
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.87918
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.84725
ä(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.88135
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 20.02834
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.99143
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.95763
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.92691
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648938
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984509
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352161
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756654
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203797
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68322
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21155
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79385
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48664
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.251
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12648
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1914
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.58945
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 15.01167
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.69935
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.5938
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.57363
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.64003
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.60391
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.57084
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.54078
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643386
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978425
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345462
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749301
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195626
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676923
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20038
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78133
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47458
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24079
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11469
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14766
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.70151
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.96711
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.80626
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.69358
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.67336
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.26934
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.23396
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.20158
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.17216
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637561
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972076
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3385
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741589
Õ(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18708
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669828
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18884
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76846
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.461
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23005
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10228
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10301
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22813
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.92218
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.91724
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.79707
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.77681
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.25906
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.01839
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.0053
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 18.99506
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631539
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965451
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331235
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733606
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178231
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659222
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17704
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75522
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4469
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21873
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08354
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05757
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18296
(431.99, 14.42, 326.05) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 14.91386
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.03241
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.90437
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.88405
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.33564
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.17496
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.1619
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.1517
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625265
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958588
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323687
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725246
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168978
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648367
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16491
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74164
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4322
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20688
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06342
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03313
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13848
á(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87458
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.15191
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.01557
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 16.99521
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.44469
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.33702
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.32398
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.31384
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618757
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951451
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315886
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716625
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159414
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637197
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15249
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7277
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41698
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19451
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04279
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00925
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09476
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84317
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29658
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.13079
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.11039
(431.99, 14.42, 326.05) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 17.12663
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.50476
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.49174
(431.99, 14.42, 326.05) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 19.48165
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611999
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944078
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307747
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707698
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149502
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625759
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13974
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71343
(431.99, 14.42, 326.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40123
