¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750509
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371256
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553386
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74923
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959626
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186806
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428578
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688221
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97077
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27941
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617802
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990484
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402794
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877355
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412655
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01826
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83981
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05684
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21864
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38652
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56074
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74166
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51913
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.287814
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.409086
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897736
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046522
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205466
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375578
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55806
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754201
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965668
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194238
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434391
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694546
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977664
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286952
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626106
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999618
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416056
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894359
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43184
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04599
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86677
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02189
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18275
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34969
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52293
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7028
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88964
ÿ(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.291338
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761569
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.901409
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050465
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.209695
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380083
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562849
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759414
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971281
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200256
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440514
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701157
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984884
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294808
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634771
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009138
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431717
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911923
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4516
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09224
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83455
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98886
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14888
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31494
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48722
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66615
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85192
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83345
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.294971
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.765191
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.905245
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054536
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21402
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384738
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567883
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764774
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977043
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206146
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446831
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708059
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992379
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303016
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643775
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019082
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447881
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929972
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471948
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1388
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8042
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95773
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11693
‚(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28216
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4536
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63157
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81642
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46134
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.298712
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.768877
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.909166
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058744
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218507
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389548
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573036
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770349
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983049
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212223
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453461
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715227
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000211
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311573
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65312
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199812
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575205
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988086
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492893
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62834
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77568
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92848
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08695
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25135
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42195
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5991
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78306
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10819
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.640678
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77271
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913257
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.063091
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22315
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394543
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578343
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776075
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989244
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218553
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460297
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722663
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008321
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320459
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662876
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397475
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792066
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227032
ı(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7088
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60226
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74897
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9011
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05886
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22254
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3924
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56869
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7518
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7726
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.644383
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.776641
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.917467
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.067571
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227959
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399669
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583868
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781991
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995632
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22517
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467422
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730403
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016721
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329646
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672981
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605347
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02066
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47958
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44498
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58507
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7303
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88082
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03694
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19889
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36691
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54128
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72267
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45345
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.64822
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.780722
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.921793
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072193
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2329
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404927
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589554
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788097
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002207
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231954
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474811
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738417
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025434
‚(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3392
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427204
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824273
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262022
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765451
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46816
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60883
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75462
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90575
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06254
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22512
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39384
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56897
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72045
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20368
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62024
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.65216
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.784932
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.926237
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.076956
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.23798
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410378
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595403
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794396
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009011
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239001
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48244
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74668
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034503
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34909
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637053
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055107
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517199
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35676
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49309
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63432
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78077
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93256
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08997
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2533
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42277
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56508
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69079
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97601
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34529
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.656238
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.789239
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.930859
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081864
(387.55, 7.12, 357.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.243231
