¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(408.21, 7.40, 367.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 7.566032
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44207
…(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90388
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22076
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82159
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009833
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210774
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426607
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659037
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909929
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181627
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476697
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798279
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150037
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536361
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962502
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434956
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961566
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55207
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21879
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97736
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8061
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8126
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7524
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46305
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92877
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21588
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52778
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011115
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212155
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428058
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660589
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911642
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183472
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478705
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800481
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152435
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538987
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965447
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438194
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965189
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55614
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2234
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98264
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79465
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79927
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61942
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4846
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92945
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21243
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24074
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012419
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213531
‰(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429566
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662233
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913395
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185342
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480782
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802713
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154886
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541694
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968418
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441528
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968899
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56036
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22817
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97656
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78342
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77456
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48902
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50672
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92641
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21037
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04737
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013745
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214959
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431129
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663852
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915164
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187293
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48287
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805005
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157419
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544483
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971506
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444961
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972725
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56463
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23301
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96817
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77232
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70577
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39272
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52937
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92421
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20968
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87298
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97504
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015094
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216411
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432693
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665563
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917003
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189271
ƒ(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485026
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807353
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160006
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547296
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97465
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448463
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976611
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56902
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.238
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96008
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7614
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63856
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31851
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5527
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92293
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25122
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70203
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76998
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016493
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217916
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434284
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667279
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918884
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191304
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487226
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809765
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162648
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55022
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977856
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452037
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980618
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5735
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24307
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95228
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75067
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57286
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24599
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57653
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92249
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29531
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5345
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56855
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017916
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219417
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435933
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669059
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920782
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193363
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489495
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812234
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.612134
—(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553199
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981149
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455651
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984686
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57807
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24827
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9448
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74006
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5087
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17523
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60095
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92293
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34071
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37032
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76656
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019363
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.771604
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.746437
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.72234
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.69929
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.67727
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.656261
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.636245
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.617205
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.599125
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.581992
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459366
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988844
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58277
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2536
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9376
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72963
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44604
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10612
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62562
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92425
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37419
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47164
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.669012
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.647867
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.627599
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.608192
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.58963
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.584955
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.662227
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.642188
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.623127
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.605028
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.587876
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.57166
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993096
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58755
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2477
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93068
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71941
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38481
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03865
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61505
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80947
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34913
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64678
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.674649
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.653476
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.633184
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.613753
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.595167
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.577411
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.56047
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.648992
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.629907
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.611784
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.594611
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.578372
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.563056
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.54865
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24182
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92409
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7093
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32503
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97278
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46308
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63354
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32531
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94714
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.681002
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.6598
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.639478
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.62002
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.601408
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.583626
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.56666
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.550498
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 4.560676
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.619399
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.602201
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.585939
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.570601
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.556174
(408.42, 7.41, 367.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.542646
