¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43589
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008498
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130783
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243627
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361264
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483921
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611864
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745457
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884994
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068623
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291734
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505688
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714253
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934691
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167951
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41516
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677563
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02901
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14674
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564349
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741356
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234424
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347052
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464801
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588044
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71708
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852298
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994158
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143081
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29961
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420218
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545013
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675212
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811237
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966019
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182374
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378537
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579663
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792061
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016599
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254338
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506371
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774043
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50228
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56294
ø(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568527
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745823
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223728
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335923
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453219
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575947
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704458
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839125
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980387
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128676
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284525
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448478
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607895
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740495
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878992
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07276
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256975
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4511
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655903
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872245
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101049
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34346
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600561
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52881
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05781
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01469
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20041
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572771
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750363
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213474
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325245
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442145
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564396
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692395
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82654
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967198
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114896
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270101
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433344
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605268
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786517
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962553
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140641
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328187
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525862
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734462
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954926
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188219
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43539
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697783
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22742
ø(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76785
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56427
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5744
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573447
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754974
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203706
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315088
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431539
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55336
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680892
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814502
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954643
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101764
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256347
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418934
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59015
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771544
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980676
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210548
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401477
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602839
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815443
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040174
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278111
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530342
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5429
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9653
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49066
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13517
(338.29, 7.13, 315.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1024
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249641
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42071
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583821
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808866
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051244
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312571
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595263
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901889
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3513
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825387
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32513
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904685
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69763
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5939
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94609
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06906
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18769
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4011
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82551
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52402
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58389
Œ(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13367
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248629
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405719
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567988
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785813
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026373
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285778
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566259
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870398
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344236
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82157
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320821
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924023
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71965
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68635
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03584
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11182
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22507
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44251
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87451
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58291
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65597
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22398
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238286
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391069
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552514
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762987
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001823
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259276
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53756
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839254
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336755
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817642
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316412
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942998
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7413
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78945
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12605
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15471
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26082
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48428
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92397
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64241
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72883
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31531
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.99317
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.05727
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.1244
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224684
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376751
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537404
Ÿ(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740405
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977547
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233093
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509217
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808979
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328842
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813633
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311934
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961498
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76253
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89257
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17175
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19776
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29687
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52647
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97391
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70247
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80249
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40765
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.82824
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.87578
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92626
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.17248
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.22927
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.28915
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35218
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211414
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362731
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522606
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718063
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953515
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207182
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481212
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801632
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320446
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809505
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307356
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979548
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78341
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99562
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2088
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24088
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33324
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56898
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02429
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76315
(338.25, 7.01, 315.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87686
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26335
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.29099
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.69169
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.38415
¤(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.37082
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.3601
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35198
(338.25, 7.01, 315.39) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.34646
