¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(396.76, 14.56, 309.49) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.914228
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709424
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910888
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11037
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344591
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598507
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874662
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176063
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036628
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421412
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846275
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317783
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843939
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43469
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10265
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86386
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73918
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56174
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35168
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24181
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189295
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35289
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52799
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715813
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917763
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119322
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354278
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609021
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886113
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188578
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050127
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436285
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862759
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336114
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864408
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45776
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12881
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8938
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76132
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53983
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31926
ì(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20517
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194569
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358528
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534026
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722293
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924736
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132861
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36409
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619672
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897714
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20126
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063837
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451403
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879471
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354679
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885206
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48119
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15542
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92423
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77207
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5252
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.288
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20456
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199915
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364242
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540147
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728864
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931808
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148571
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374029
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630462
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909468
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724074
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077765
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466704
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896446
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37358
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906355
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50502
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18244
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94392
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78333
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51158
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26473
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26689
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205336
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370036
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546353
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735528
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938978
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158348
¿(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384091
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641388
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921372
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736921
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091877
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482275
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913666
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392745
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927823
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52921
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20992
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95419
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.58171
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.54137
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.52178
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.51112
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.51435
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.78081
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.6241
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 12.40525
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 12.17502
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 12.19961
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 12.22614
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 12.2546
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 12.28505
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210827
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375905
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55264
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742279
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946247
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166193
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394279
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65245
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933426
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750006
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106202
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498056
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931108
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412196
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949568
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55376
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22791
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.3499
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.2991
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.26217
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.24372
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.24134
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.25158
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.26437
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.61214
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.31629
±(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.12015
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.51569
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.26842
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.57635
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.61493
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21639
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381853
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559014
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749121
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953612
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174142
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404589
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66365
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436936
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763216
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120736
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514066
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948846
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431938
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97169
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57866
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.17176
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.12165
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.07923
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.60028
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.5908
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.59264
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.61784
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.65016
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.74474
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.90265
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.89162
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.94079
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.96493
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.99083
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.01849
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.222024
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387877
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565467
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756053
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961075
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182199
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416052
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674983
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449215
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776652
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135445
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530299
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966825
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451944
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994105
Ğ(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60398
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.98694
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.93358
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.89732
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.63338
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.62389
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.62496
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.65045
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.67757
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.73596
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.51527
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.50921
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.50473
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.50182
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.90112
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.90005
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22773
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393977
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572005
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763074
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968634
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19036
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430193
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686452
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461664
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790222
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150368
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546737
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98505
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472242
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0169
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62673
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 11.09548
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.92133
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.81366
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.66855
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.65878
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.65899
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.68478
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.15211
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.14327
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.44878
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.43824
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.42928
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.42189
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.93233
(396.53, 14.55, 309.42) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.9326
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.233504
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400153
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578623
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770182
º(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97629
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198625
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439142
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698055
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474247
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804025
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165481
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563406
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003536
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492832
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03998
(396.53, 14.55, 309.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64668
