¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(380.63, 14.76, 269.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27965
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992573
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14448
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30267
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46742
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63916
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81827
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00518
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61347
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54011
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80483
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08292
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37542
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68526
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979098
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36541
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8093
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283775
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81332
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00317
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15547
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31401
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47918
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65135
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83092
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00838
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29172
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45323
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71403
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98798
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.276
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57913
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006383
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395628
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84505
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327688
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862576
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01468
¸(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16734
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3263
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49189
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66455
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83996
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00572
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24048
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09945
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6258
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89567
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17939
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47792
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033567
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425572
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880537
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371418
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879944
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02709
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18016
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3396
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50568
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6788
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83852
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00422
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24016
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74777
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53996
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80601
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08556
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37961
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060453
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455295
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915655
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415045
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892819
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04038
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19393
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35382
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52042
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67898
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83819
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00386
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24082
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53667
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45656
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71886
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9944
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47923
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087133
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484786
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950435
¹(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458462
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906588
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05459
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20864
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36908
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52665
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67972
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83891
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00462
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24233
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53829
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23674
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63419
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90588
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68374
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113533
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513993
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984891
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501726
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92122
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06973
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22433
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38111
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52838
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68147
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84076
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00651
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24479
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54091
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87357
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55195
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8199
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06177
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139687
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543812
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01891
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544792
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936739
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08582
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24095
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38377
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53114
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68434
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84369
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00957
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24817
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54443
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8586
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47202
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73638
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53588
¶(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165581
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57387
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052588
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587612
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953196
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10281
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24562
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38748
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53493
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68825
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84776
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01375
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25247
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54898
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86337
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36561
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7197
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191204
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60361
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085876
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62686
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970533
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11344
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25014
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39215
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53975
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69327
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85293
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01907
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25768
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55451
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86921
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20342
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89826
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21654
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632914
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118679
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663871
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986988
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1188
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25564
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39784
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54565
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69931
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85917
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02556
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26382
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56097
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87609
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2107
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08109
´(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241585
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661815
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151091
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700453
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993099
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1251
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26216
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40453
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55256
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70647
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86654
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03317
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27087
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56846
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88398
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21905
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26824
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266298
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690323
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18301
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736464
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00493
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13232
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26962
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41226
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56054
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71467
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.875
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04194
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2789
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57691
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8929
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54601
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45986
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290662
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718317
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214462
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774643
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02332
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14312
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2781
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42099
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56953
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72399
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88465
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0519
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2878
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58634
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90289
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72414
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65606
¸(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314759
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745936
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24542
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814446
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04273
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1631
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28792
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43072
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57959
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73435
(380.63, 14.72, 269.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89534
