¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(443.38, 14.27, 268.39) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 16.69813
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 18.43369
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.77832
(443.30, 14.29, 267.84) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.42763
(443.30, 14.29, 267.84) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.42665
(443.30, 14.29, 267.84) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.42811
(443.30, 14.29, 267.84) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.43203
(443.30, 14.29, 267.84) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.43841
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.45213
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512295
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821694
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158951
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538357
è(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947276
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398827
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899937
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36977
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81978
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27663
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.771
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42198
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28571
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07627
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87457
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12272
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.95271
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 18.21323
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 18.29393
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 18.19107
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.84741
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.85652
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.14224
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.96636
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.97556
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.79404
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497674
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805776
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141558
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520202
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929955
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379643
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878579
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35857
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80755
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28006
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77473
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41573
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27855
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15017
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88443
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.12113
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.52481
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.73421
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.78148
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.65944
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.28289
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.93787
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 15.93468
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.82498
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.82481
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.45091
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.0631
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.08931
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482939
ä(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789755
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124056
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499516
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912461
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360281
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857001
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34752
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79547
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28378
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77879
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40921
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27107
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22336
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74809
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.75226
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.08568
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.26069
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.28778
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 17.14641
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.75619
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.02246
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.83349
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.27588
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.37828
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 19.28369
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.96414
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.2562
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.16615
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468093
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773584
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1064
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478645
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894188
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340705
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835228
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33662
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78357
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27268
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78312
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40242
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26328
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29581
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60572
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.38304
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.6682
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.80912
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.81275
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.65746
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.26373
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.11035
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.3496
ã(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.75888
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.85759
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.7741
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.50076
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.87354
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.26089
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453152
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757329
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088644
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457628
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870973
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320932
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813237
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32585
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77183
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25982
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78774
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39536
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25517
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24546
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46511
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.27079
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.27263
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.38285
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.36566
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.21493
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.20707
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.31832
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.89172
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.27135
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.36678
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.29347
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 18.04479
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.50937
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.35927
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438097
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740956
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070776
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436459
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847594
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30097
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791038
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31525
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76025
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24713
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.782
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38802
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27197
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30089
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32627
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.13643
í(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.34778
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.33259
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.31986
(443.30, 14.29, 267.84) (435.73, 8.60, 235.04) (2.32, 1.85, 2.92) Tools 16.30959
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 16.72462
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 16.902
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.45787
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.81092
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.90343
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.83947
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.61341
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.44893
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.0499
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422951
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724472
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052789
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415121
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824043
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276188
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768619
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3048
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74883
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23462
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76822
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38043
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32636
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35731
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1892
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 16.89069
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.89974
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 19.37184
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 19.59704
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 19.62873
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 19.46469
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 16.81994
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 17.04628
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.53044
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.53258
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.53734
(443.30, 14.29, 267.84) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.54473
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.34651
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.11994
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407713
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707891
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034689
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393642
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80034
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249897
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746027
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28693
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73757
ë(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22227
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75465
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41798
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38062
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41467
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13664
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67916
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.55871
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.96502
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 19.14321
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 19.15616
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.98582
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.43456
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 16.92166
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.59686
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.49356
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.49331
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.5996
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 17.86165
(443.30, 14.29, 267.84) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 18.52114
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392371
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69122
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016506
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372035
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776486
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223457
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719934
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26146
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72648
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21012
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75825
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42431
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43474
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47302
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20114
(443.30, 14.29, 267.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35206
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.23063
(443.30, 14.29, 267.84) (434.03, 8.60, 234.31) (2.32, 1.85, 2.92) Tools 18.55793
