¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(328.25, 7.54, 367.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.05896
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.197713
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.187546
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.178178
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.169614
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.16185
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.154879
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.14869
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.143474
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.145981
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.159944
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.186998
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.231253
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.304257
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.83419
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963603
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.573421
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.503157
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.462812
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.438523
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.416668
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.3958
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.375877
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.356907
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.338853
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.32172
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.305488
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.290134
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.275663
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.262048
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.24929
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.237365
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.226281
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.216016
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.206562
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.197934
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.190091
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.18305
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.176803
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.171475
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.174226
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.18955
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.21961
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.270302
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.362584
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.977
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96396
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.671477
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.563905
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.513538
è(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.486475
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.464367
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.443251
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.423101
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.403904
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.38564
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.3683
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.351864
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.336325
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.321672
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.307893
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.29496
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.282882
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.271648
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.261243
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.251655
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.242894
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.234941
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.22779
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.221432
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.215933
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.219181
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.237266
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.273818
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.341077
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.12762
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.12482
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964379
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157543
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.698938
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.601415
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.563837
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.541304
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.519759
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.499202
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.479616
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.460969
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.44328
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.426503
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.410626
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.395658
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.381574
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.368366
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.355997
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.344491
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.333839
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.324025
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.315035
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.306856
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.299502
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.292967
Ò(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.28721
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.291621
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.316896
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.374614
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.28617
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.28071
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.27784
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964858
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158048
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365081
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587587
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827267
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.734521
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.710418
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.687418
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.665514
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.644768
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.625009
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.606326
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.588588
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.571898
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.556118
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.541326
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.527485
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.514528
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.502528
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.491354
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.481111
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.471785
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.46323
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.455647
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.448836
(328.25, 7.54, 367.64) (336.89, 1.08, 387.53) (0.81, 2.16, 0.81) Human 5.469465
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.46369
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.45291
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.44474
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.43919
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.43624
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965411
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158611
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365701
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588239
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827969
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086906
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367381
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672195
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004509
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368252
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768007
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209293
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698874
»(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23686
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83193
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50232
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26306
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07414
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79182
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59514
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65491
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.72275
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.69846
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.67686
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.65795
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.64171
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.62813
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.6172
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.60891
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.60325
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.60022
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965995
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159223
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366401
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588981
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828773
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08775
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368313
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673167
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0056
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36944
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76931
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210729
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700512
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23445
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82921
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49925
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25959
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03864
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75227
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55077
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55772
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.89419
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.86961
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.84775
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.8286
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.81215
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.79839
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.7873
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.77887
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.77311
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.77
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966655
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159916
 (328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367129
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589776
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829623
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088673
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369329
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674263
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006807
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370741
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770739
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21236
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700995
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23224
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82677
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49646
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25641
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0041
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71375
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50763
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46252
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31924
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.04683
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.0247
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.00531
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.98864
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.97468
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.96342
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.95486
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.94898
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.94578
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967317
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160658
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367919
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590615
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830554
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08968
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370366
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675445
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008065
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372185
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772291
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214058
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699198
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23024
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8245
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49391
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25353
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01113
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69651
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46564
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36923
(328.25, 7.54, 367.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43125
º(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.23035
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.20794
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.18829
(328.25, 7.54, 367.64) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.17139
