¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş (377.71, 7.74, 345.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47597
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531846
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.002466
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529545
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12378
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79878
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57207
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42759
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64904
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01823
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50456
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62885
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70493
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7845
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86757
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95421
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04449
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13853
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23639
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33813
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44391
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55375
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66783
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78716
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91115
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03965
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508322
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778494
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073166
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39578
Ê(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750441
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142106
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576815
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05343
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586853
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18869
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87287
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65743
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56644
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80115
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20073
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72578
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58345
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65906
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73818
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82074
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90691
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9967
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09019
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18752
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2887
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39392
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50317
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6166
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73437
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85675
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9846
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532192
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804502
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101612
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427011
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784879
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180264
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.619316
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104685
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644527
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25406
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94757
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63037
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70737
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95566
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38646
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9668
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57433
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62062
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6947
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77684
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86251
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95181
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04483
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14164
Æ(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24233
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34699
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4557
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56856
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68572
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80727
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93329
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556071
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830533
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130089
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458291
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819386
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218514
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661944
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156219
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702562
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31989
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02285
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75138
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85038
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11267
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60916
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21401
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70812
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75532
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80553
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85887
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91534
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97498
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03784
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10398
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19896
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30311
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4113
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52365
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64025
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76123
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88669
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579959
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856582
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158597
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489613
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853957
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256855
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.704698
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205356
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.760951
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38617
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09873
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87397
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99551
ß(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27209
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86991
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42764
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84655
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89466
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94591
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00023
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05775
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11844
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18243
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24973
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32039
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39448
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47206
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55319
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63791
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72636
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8433
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603845
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882636
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187121
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52097
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888579
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.295273
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747559
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253467
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.819681
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45289
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17518
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9981
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14272
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43402
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13684
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50839
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98971
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03882
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09109
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14649
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2051
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26695
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33207
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40053
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47243
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54782
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62669
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70915
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79526
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88514
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97884
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627726
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908691
È(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215659
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552353
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923247
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33376
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790517
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301717
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877607
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52005
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2522
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11987
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2921
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59846
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41004
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59122
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13776
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18794
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24129
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29778
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35753
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42054
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4869
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55662
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62981
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70647
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78671
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87059
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95817
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04952
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14474
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651595
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934746
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244205
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58376
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957952
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372308
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833571
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.350101
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932362
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58763
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32977
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21143
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43702
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76546
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67385
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67622
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29091
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3422
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39665
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45429
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51522
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57949
Ä(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64709
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71811
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79263
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8707
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95234
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03767
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12677
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2197
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31717
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674575
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960341
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272753
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615176
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992691
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410908
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.876707
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398606
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98729
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65562
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40789
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30324
(377.50, 7.78, 345.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55492
