¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(383.70, 6.89, 352.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886765
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668444
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759304
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72596
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79133
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64784
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384548
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609773
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852552
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114941
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301271
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337852
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375883
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415425
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456542
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499242
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543537
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589535
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637205
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686646
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737899
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791018
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846024
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903043
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962068
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030602
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137016
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247528
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362362
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465668
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549783
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636877
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727096
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24854
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64991
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59076
ƒ(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92752
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384625
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609871
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852649
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115049
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320905
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357739
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396076
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435898
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477297
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520294
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564914
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61121
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659224
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709022
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760604
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814112
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869493
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926876
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986281
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047824
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111513
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196551
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30992
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427715
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520319
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606779
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108946
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8317
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35368
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74726
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78818
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384681
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609957
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852729
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115129
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341497
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378629
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417239
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457416
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499129
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542417
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587357
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634014
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682376
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732525
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784488
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83835
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894143
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951899
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011774
û(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073736
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137888
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204309
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273054
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375528
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49225
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578162
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5675
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52206
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44086
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32845
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65407
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384769
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610043
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85282
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115218
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363122
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400531
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439487
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479958
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521981
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56562
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610926
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657925
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706631
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757165
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809531
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863784
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919997
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978189
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038489
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100905
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165543
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232453
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301703
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373405
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447614
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569057
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07554
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46935
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39386
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25702
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51143
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384837
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61009
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852858
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115281
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385748
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423481
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462736
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503522
ü(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545916
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589912
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63558
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682942
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732066
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782995
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83573
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890423
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947065
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00573
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066478
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1294
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194519
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261928
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331721
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403955
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478771
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974801
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64146
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31042
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58664
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13589
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37888
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384872
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610126
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85292
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115315
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399769
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447463
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487038
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528199
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57093
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615293
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661355
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709101
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758638
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80997
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863191
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918292
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975386
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034559
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095793
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159176
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224827
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292801
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363134
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435954
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533142
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421549
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27568
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25958
û(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93302
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01955
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26021
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384899
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610163
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852967
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115375
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399829
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472501
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512429
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553945
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597048
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641838
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688249
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736454
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786387
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838169
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891819
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947418
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004972
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064637
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126379
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190301
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25651
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325029
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39907
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494507
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593454
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915689
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1191
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22192
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70998
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90794
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14634
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38492
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610162
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852973
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115407
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399852
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498591
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538907
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580828
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624321
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669494
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716342
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764935
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815339
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867581
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921707
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97776
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03588
ı(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096031
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158318
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222776
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289567
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365095
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458563
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55541
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686551
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46521
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02599
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44607
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57263
(383.61, 6.89, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80083
