¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (431.30, 10.28, 363.10) (409.37, 2.34, 366.37) (8.52, 3.34, 3.88) Truck 2.855856
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.6327
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.632288
Ÿ (431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.632388
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.633002
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.63413
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.635773
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.637933
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.640611
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.778324
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.763227
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.748826
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.735105
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.722048
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.711823
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.703077
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.694911
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.687316
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.680286
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.674015
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.668352
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.663231
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.658647
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.654596
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.651072
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.648074
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.645597
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.64364
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.642201
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.641278
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.64087
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.640977
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.641599
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.642737
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.644392
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.646564
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.649258
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.789827
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.774662
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.760196
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.746413
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.733296
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.722696
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.713923
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.705731
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.698113
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.691061
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.684567
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.678627
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.673232
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.668378
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.66406
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.660274
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.657221
Ÿ (431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.654742
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.652785
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.651348
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.650428
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.650025
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.65014
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.65077
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.651919
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.653586
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.655773
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.658482
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.801981
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.786744
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.772209
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.75836
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.745181
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.734186
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.725382
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.717164
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.709521
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.702447
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.695934
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.689975
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.684565
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.679697
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.675368
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.671573
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.668308
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.66557
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.663357
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.661666
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.660495
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.659843
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.659885
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.660526
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.661685
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.663366
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.665568
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.668294
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.814797
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.799484
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.784877
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.770959
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.757714
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.746303
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.737468
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.729222
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.721553
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.714455
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.707921
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.701944
› (431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.696517
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.691636
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.687295
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.683491
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.680219
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.677477
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.675261
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.67357
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.672401
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.671754
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.671628
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.672024
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.67294
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.674378
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.67634
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.678828
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.828292
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.812899
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.798215
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.784224
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.77091
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.759061
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.750195
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.741918
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.734222
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.7271
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.720543
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.714546
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.709103
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.704207
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.699854
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.69604
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.692762
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.690014
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.687796
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.686105
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.684939
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.684297
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.684179
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.684583
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.685512
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.686966
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.688945
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.691453
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.84248
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.827003
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.812239
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.798171
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.784783
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.772475
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.763574
› (431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.755266
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.747542
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.740394
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.733814
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.727797
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.722335
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.717424
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.713059
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.709235
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.705949
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.703197
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.700976
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.699285
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.698122
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.697485
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.697375
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.69779
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.698732
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.700201
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.702198
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.704727
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.857377
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.841811
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.826963
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.812814
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.79935
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.786558
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.777622
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.769281
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.761527
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.754352
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.747748
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.74171
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.73623
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.731302
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.726924
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.72309
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.719795
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.717038
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.714816
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.713125
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.711964
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.711334
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.711231
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.711658
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.712613
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.714098
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.716115
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.718666
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.873
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.857342
œ (431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.842405
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.828172
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.814626
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.801753
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.792354
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.783979
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.776194
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.76899
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.762362
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.7563
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.750801
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.745857
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.741465
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.737619
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.734318
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.731555
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.72933
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.727639
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.726482
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.725857
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.725764
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.726202
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.727173
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.728675
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.730713
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.733286
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.889368
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.873613
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.858582
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.844261
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.83063
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.817677
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.807786
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.799375
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.791558
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.784325
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.777669
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.771585
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.766065
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.761105
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.756698
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.752841
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.749531
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.746763
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.744535
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.742846
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.741692
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.741074
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.74099
(431.33, 10.28, 363.06) (409.46, 2.35, 366.38) (8.51, 3.32, 3.87) Truck 2.74144
