¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(435.98, 13.87, 288.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522138
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62218
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81038
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00756
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21425
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43118
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63531
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84183
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0697
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71791
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51206
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272361
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514218
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775739
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060585
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371922
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730674
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145332
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407934
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59818
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799006
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049372
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466373
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925655
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27365
·(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39588
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56223
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74636
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93925
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12705
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30931
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49994
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69939
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91232
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15481
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86522
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66519
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270267
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512796
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774217
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058913
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37006
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73289
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147813
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433302
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624817
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827002
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145398
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571772
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04192
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34451
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50613
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68063
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84226
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01104
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1874
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37174
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56454
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76634
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99737
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28112
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01842
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82457
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268191
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511424
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772706
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057271
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3683
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735075
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150207
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45978
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652635
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856203
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244009
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680175
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16161
º(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43091
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58105
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73768
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90117
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07193
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25032
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43685
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63195
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84828
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08592
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4228
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17772
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99046
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26612
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510102
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771259
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055685
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366565
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737178
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152575
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487338
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681554
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939574
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345314
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791671
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21186
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48678
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63865
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79711
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96255
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13537
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31592
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50472
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70708
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93672
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17798
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56993
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33341
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16319
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264076
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50882
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769893
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054143
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365282
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739231
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154884
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516004
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711645
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034481
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449446
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847178
¼(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24258
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54486
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69858
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85899
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02648
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20141
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38424
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57544
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79539
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02864
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27372
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72281
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49268
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34308
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262061
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507577
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768541
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052695
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367077
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741235
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157078
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545773
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745235
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131954
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510115
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869056
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29375
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60529
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76093
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92334
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09296
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27016
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45535
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66147
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88716
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12417
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37329
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88171
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65836
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56709
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260037
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506404
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76724
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051293
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368845
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743143
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159227
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576674
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836647
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197698
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531271
¸(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891928
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34609
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66809
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82571
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99027
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1621
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34165
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5345
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75308
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98248
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22343
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47676
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04068
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9066
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69289
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258042
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504522
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765981
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049922
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370511
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745021
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161335
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60875
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907438
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218192
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553336
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915789
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39951
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7333
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89308
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05985
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23402
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41601
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62599
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84821
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08148
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32657
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58433
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19999
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38151
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256074
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502366
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764813
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048674
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372129
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746842
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163312
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628284
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927279
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239501
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576304
¶(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940627
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45402
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80105
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.963
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13206
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3087
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50553
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72094
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94695
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18428
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43371
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69606
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68207
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50969
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254122
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500233
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763671
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047403
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373687
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748559
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165276
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624656
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947895
(435.90, 13.88, 288.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261658
