¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (378.70, 15.69, 282.80) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.202683
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.421173
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.439739
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.553893
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.676641
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.80894
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.8998
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.856408
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.814706
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.778222
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.772645
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.767818
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.781331
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.796725
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.812991
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.830147
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.848212
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.867204
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.887148
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.908064
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.929976
š (378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.287849
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.299866
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.31262
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.326122
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.340389
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.355437
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.37128
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.387938
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.405428
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.498296
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.616647
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.744043
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.881525
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.8408
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.798575
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.763553
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.757253
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.751703
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.765386
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.779911
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.795292
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.811544
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.828686
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.846736
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.865714
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.885643
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.906542
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.042707
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.274295
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.286145
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.298727
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.312053
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.326139
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.340998
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.356649
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.373107
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.445
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.559211
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.681996
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.814326
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.827153
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.784362
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.750534
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.74351
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.738153
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.751008
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.764687
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.779206
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.79458
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.810826
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.827961
™ (378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.846004
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.864975
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.884895
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.020837
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.213827
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.26136
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.273052
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.28547
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.298629
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.312542
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.327224
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.342692
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.393852
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.504156
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.6226
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.750088
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.815453
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.772052
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.739139
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.731391
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.72612
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.738163
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.751017
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.764697
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.779216
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.79459
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.810836
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.827971
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.846014
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.864985
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.000855
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.191017
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.92219
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.249034
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.260575
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.27284
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.28584
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.299589
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.314103
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.344704
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.451316
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.565667
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.688599
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.805697
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.761642
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.729351
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.720876
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.715571
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.72682
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.738868
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.751729
˜ (378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.765414
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.77994
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.795321
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.811574
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.828716
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.846766
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.98261
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.170171
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.85253
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.8587
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.237305
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.248705
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.260824
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.273673
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.287268
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.301622
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.400544
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.511029
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.629665
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.757357
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.753125
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.721149
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.711945
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.706478
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.716949
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.72821
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.740269
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.753143
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.76684
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.781379
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.796773
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.81304
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.830196
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.965975
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.151143
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.26762
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.18955
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.226166
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.237431
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.249412
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.262118
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.275567
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.351703
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.458531
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.573111
(378.70, 15.69, 282.80) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 3.696289
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.746499
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.71452
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.704582
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.698816
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.708526
 (378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.719015
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.730291
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.742369
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.75526
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.768977
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.783535
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.798949
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.815236
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 3.950821
(378.70, 15.69, 282.80) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 4.133789
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.61066
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.61013
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.61382
(378.70, 15.69, 282.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.62172
(378.43, 15.63, 281.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.660835
(378.43, 15.63, 281.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.659579
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.617904
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.589023
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.561665
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.951759
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.185491
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.160162
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.546957
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.637759
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.519034
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.495191
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.47295
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.455279
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.157349
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.134732
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.603983
(378.43, 15.63, 281.78) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 11.51904
(378.43, 15.63, 281.78) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 13.72312
(378.43, 15.63, 281.78) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 13.71594
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09465
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51913
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96547
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29348
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59532
(378.43, 15.63, 281.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.66525
(378.43, 15.63, 281.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.664015
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.626332
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.597414
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.570024
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.95731
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.194647
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.169288
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.553067
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.611887
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.490626
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.46688
‰ (378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.444732
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.424158
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.089672
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.06729
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.529619
(378.43, 15.63, 281.78) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 11.4793
(378.43, 15.63, 281.78) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 13.83402
(378.43, 15.63, 281.78) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 13.82685
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80963
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22239
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65616
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34754
(378.43, 15.63, 281.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40381
(378.43, 15.63, 281.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.670657
(378.43, 15.63, 281.78) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.669446
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.636072
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.607114
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.579684
(378.43, 15.63, 281.78) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 6.964109
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.205229
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.179833
(378.43, 15.63, 281.78) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.560552
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.587802
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.519801
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.440234
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.418173
(378.43, 15.63, 281.78) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.397679
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.024673
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.002517
(378.43, 15.63, 281.78) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.458103
(378.43, 15.63, 281.78) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 11.44206
(378.43, 15.63, 281.78) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 13.94944
