¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(378.99, 15.99, 289.82) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.93072
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.37273
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.33931
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.09773
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.06466
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.90397
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99689
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.92857
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.8632
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.80069
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.74096
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.68396
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.62962
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.57788
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52869
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48199
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354587
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608332
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886446
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170177
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479817
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818999
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683976
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123082
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609248
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15316
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76456
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43278
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18591
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.37508
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.34061
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.10085
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.06777
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.43195
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99763
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.9293
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.86392
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.80141
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.75393
Ø(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15549
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.59054
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.06335
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.57893
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.14323
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350837
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604257
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883043
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166474
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475769
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284359
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680634
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118626
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605111
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14854
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75937
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.089586
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.005873
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.106455
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.323195
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.553558
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.37854
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.43551
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00059
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93223
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.86681
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.80427
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.76193
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.1641
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.59984
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.07343
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.58989
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.15519
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347095
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600189
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878122
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162853
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471811
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2814
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677396
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115053
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601109
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14407
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.165657
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.078766
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.995246
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.914963
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.969676
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.179901
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.403198
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.640762
æ(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.893931
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.164228
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.453367
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.763311
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.77182
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.17474
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.61133
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.08588
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.60343
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.16996
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343361
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.596131
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871279
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159316
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918856
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278578
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674278
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111576
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59726
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.246664
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.156432
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.069711
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.986354
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.906226
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.901521
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.063026
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.232912
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.411785
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.600319
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.799251
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.009401
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.277165
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.576978
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.898808
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.24508
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.61861
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.02264
(378.99, 15.99, 289.82) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.18758
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339634
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592082
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866865
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155861
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916363
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275824
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671243
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108248
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593536
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.239087
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.148998
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.062411
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.979186
è(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.899184
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.923166
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.085614
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.256508
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.43646
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.626149
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.826326
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.037818
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.261545
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.498528
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 9.749907
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.068044
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.103739
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.189671
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.279066
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335917
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588043
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862462
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586067
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913953
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273176
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668336
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104995
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589924
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.233328
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.143346
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.056862
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.973736
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.89383
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.946111
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.10956
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.281525
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.462625
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.653546
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.855049
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.62341
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.62272
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.693091
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.766343
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.842581
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.921909
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.004445
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.090312
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332211
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584015
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85807
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58395
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911631
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270633
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665527
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101887
ò(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586506
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12769
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.139468
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.053056
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.969998
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.890158
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 7.970373
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.134885
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.307984
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.236724
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.274104
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.333933
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.396283
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.461234
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.528875
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.599296
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.672592
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.748872
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.86297
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.012433
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328513
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579999
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281589
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581894
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909431
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268182
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662867
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098932
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58315
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12396
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73165
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.050985
(378.99, 15.99, 289.82) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.106079
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.918398
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.9201
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.968568
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.019204
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.072074
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.127237
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.184769
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.244738
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.307224
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.372311
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.486896
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.618871
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.756747
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 8.90087
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 9.051612
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324826
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575994
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276192
€ (378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579956
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907303
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265849
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660257
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096035
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579975
(378.99, 15.99, 289.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12038
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.63188
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.66007
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.700654
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.743186
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.787719
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.834302
(378.99, 15.99, 289.82) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 7.882993
