¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(387.47, 13.92, 251.19) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 14.1271
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25175
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13603
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.66442
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.644
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.62648
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.61185
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.60009
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.59119
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.58514
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.58194
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.58158
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.58407
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.5894
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.59758
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428473
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687732
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970187
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290931
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645472
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037882
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474503
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941532
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462516
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05008
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82701
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74335
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.518
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22811
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.38703
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.35418
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.04432
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.02652
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 15.01168
(387.47, 13.92, 251.19) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.99978
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.99083
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.98481
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.98171
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.98154
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.98428
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.98995
(387.47, 13.92, 251.19) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.99855
É(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432693
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692328
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975182
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29443
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649352
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04217
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479298
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949865
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471888
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06067
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83995
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75865
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50818
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20988
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.5087
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.23477
(387.47, 13.92, 251.19) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 16.86026
(387.47, 13.92, 251.19) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 16.83848
(387.47, 13.92, 251.19) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 16.82003
(387.47, 13.92, 251.19) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 16.80489
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436903
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696902
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98019
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297889
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653124
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046389
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483995
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958202
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481251
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07129
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85048
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77352
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49913
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19975
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.35043
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.22183
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441101
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701467
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985179
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301265
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65687
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050535
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48862
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966528
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490632
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08188
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84731
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78798
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49077
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19042
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.39728
Ã(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.20848
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445302
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706028
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990174
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304567
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660525
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054585
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493165
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974832
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499986
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09247
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84366
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7906
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48316
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1819
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.44707
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.19473
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449508
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710597
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995153
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307804
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664114
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058578
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4976
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983152
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509336
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10306
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83961
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78577
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46797
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1742
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.49987
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.18058
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453685
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71514
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000112
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311842
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667624
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062475
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501952
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991459
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518651
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11364
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83509
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78042
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44928
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15603
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.55573
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.16602
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457857
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7197
Ä(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005089
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31728
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671061
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066287
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506203
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998743
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527978
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1242
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83013
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77454
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43134
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13595
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.61472
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.15108
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462029
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724231
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010032
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322701
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674419
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07001
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510366
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003408
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537286
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13474
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82474
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76816
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41414
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11671
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.08507
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.13576
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466185
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728755
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014975
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328126
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677701
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073662
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514443
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007989
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546577
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14525
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8263
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76124
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39768
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09828
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 13.7423
(387.47, 13.92, 251.19) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.12006
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470324
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733273
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019902
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333529
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680908
¸(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07722
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518418
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012444
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555865
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15577
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83829
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75383
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38198
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0807
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474463
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73776
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024821
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338908
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684023
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080689
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522295
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016804
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565104
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16626
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85029
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74281
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36699
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06395
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478587
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742245
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029717
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344287
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689875
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084073
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52607
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021054
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574327
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17671
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86224
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72999
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35274
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04801
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482686
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746725
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034605
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349639
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695779
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087379
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529749
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025193
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583541
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18715
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87417
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71784
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33924
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0329
Å(387.47, 13.92, 251.19) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.79872
(387.47, 13.92, 251.19) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.76197
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486783
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751177
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039479
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354977
(387.47, 13.92, 251.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701664
