¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99196
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657555
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181253
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733347
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22637
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36014
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49959
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6449
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22065
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82101
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42515
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63597
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84323
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05995
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28678
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57771
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97722
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40383
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28668
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60484
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05404
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284031
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533563
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805081
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101553
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426612
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784403
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188454
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653711
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176957
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726334
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29917
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43508
Ú(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57671
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84765
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52937
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90132
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58828
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79168
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00432
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22674
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49127
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88309
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30119
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72691
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59572
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93904
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051828
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281682
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530965
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802242
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098497
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42322
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780702
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18508
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649932
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172693
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.079931
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.050753
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.031874
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.014624
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.999034
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.985062
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.972765
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.962011
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.952891
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.945339
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.939408
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.934968
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.932211
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.938831
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.047606
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9207
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29072
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049707
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279359
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528424
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79952
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095479
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419945
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777041
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181757
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.20848
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.003086
ı(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.944084
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.921576
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.902044
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.884122
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.867826
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.853135
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.840023
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.828486
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.818481
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.810066
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.803164
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.797815
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.79399
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.796546
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.83686
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.952087
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047618
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277092
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525994
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796829
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092573
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416747
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77351
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178402
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.043513
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.932525
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.885103
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.863393
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.843665
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.825555
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.809041
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.794119
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.780757
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.768958
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.75873
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.750016
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.742835
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.737188
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.733035
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.734756
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.767118
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.846948
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045584
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274889
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523603
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794241
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089705
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413587
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770063
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1751
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.008234
ÿ(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.908941
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.864531
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.842837
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.822914
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.804607
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.78791
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.77279
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.759257
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.747267
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.73682
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.727902
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.720516
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.714642
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.710286
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.71174
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.741839
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.814115
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.999458
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043596
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272738
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521277
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791692
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086927
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410541
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766678
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171834
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.026672
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.921476
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.875547
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.853536
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.833363
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.814815
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.797892
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.782546
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.768755
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.756546
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.745857
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.736735
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.72913
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.723054
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.718474
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.719863
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.750731
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.825496
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.039687
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041661
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270666
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789219
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084227
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407593
ú(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763401
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168585
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.120976
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.975432
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.921498
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.898663
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.878102
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.859193
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.841876
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.82616
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.812064
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.799525
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.788532
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.779105
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.771194
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.764808
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.759984
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.761678
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.797052
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.888498
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039801
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26861
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516786
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786803
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08162
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404683
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760227
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165366
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627848
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.11675
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 8.024447
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.997866
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.976531
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.956844
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.938782
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.922405
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.907595
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.894381
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.882748
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.872732
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.864244
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.857303
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.85192
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.8547
(435.16, 13.91, 293.35) (447.30, 8.19, 272.91) (0.81, 2.16, 0.81) Human 7.907421
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25711
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037973
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266629
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514638
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784486
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079067
¹(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40191
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757162
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162157
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624265
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143719
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678856
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27496
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01359
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47206
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83702
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71564
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47305
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93706
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21662
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51051
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84822
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22481
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62414
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13082
(435.16, 13.91, 293.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85614
