¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(380.05, 14.17, 265.67) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.39312
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.218255
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.207579
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.197598
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.188298
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.17967
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.171704
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.164398
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.157736
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.151715
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.14633
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.142924
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.145294
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.153837
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.169128
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.1924
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.226112
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.275872
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.361714
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.344152
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.32597
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.308623
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.292095
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.276365
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.261419
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.247239
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.233812
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.221121
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.20915
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.197887
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.187327
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.17745
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.168253
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.159723
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.151852
œ (380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.144631
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.138052
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.132112
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.126801
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.123532
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.125734
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.133706
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.147924
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.169373
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.19994
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.243531
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.310782
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.329553
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.311485
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.294253
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.277832
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.26221
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.247366
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.233285
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.219948
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.207343
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.195462
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.184284
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.173798
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.164001
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.154874
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.146413
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.138609
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.13145
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.124932
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.119048
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.113793
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.110607
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.112711
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.120337
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.133909
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.154291
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.183082
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.223446
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.283058
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.321242
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.303251
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.286091
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.269744
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.254189
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.23941
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.22539
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.212115
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.19957
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.187744
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.17662
Ÿ (380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.166189
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.15644
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.147361
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.138945
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.131185
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.124069
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.117591
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.111747
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.106527
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.103393
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.105442
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.112887
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.126121
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.14595
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.173839
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.212624
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.268824
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.318776
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.300825
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.2837
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.267389
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.251869
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.237123
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.223135
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.209895
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.197379
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.185582
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.174487
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.164085
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.154362
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.145312
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.136921
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.129186
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.122096
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.115642
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.109821
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.104626
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.101508
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.103547
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.110938
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.124093
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.143778
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.171441
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.209834
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.265224
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.322027
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.304073
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.286955
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.270644
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.255126
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.240384
› (380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.226403
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.213166
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.200657
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.188864
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.177776
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.16738
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.157665
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.14862
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.140241
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.132511
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.12543
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.118988
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.113176
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.107992
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.104856
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.106915
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.114398
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.127697
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.147635
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.175703
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.214795
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.271653
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.331151
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.313166
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.296014
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.279674
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.26413
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.249363
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.235356
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.222096
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.209568
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.197756
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.18665
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.176241
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.166512
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.157456
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.149064
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.141329
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.134241
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.127794
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.12198
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.116791
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.113607
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.115733
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.123436
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.137153
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.157778
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.18696
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.228029
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.28921
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.346648
œ (380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.328594
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.311373
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.29497
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.279369
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.264543
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.25048
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.23717
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.224595
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.212738
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.201592
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.191143
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.181382
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.172294
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.163874
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.156113
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.149001
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.142536
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.136703
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.131504
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.128237
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.130477
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.138581
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.153045
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.17491
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.206183
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.251105
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.321834
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.369482
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.351311
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.333988
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.317481
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.30178
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.286864
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.272716
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.259322
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.246669
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.234743
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.22353
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.213018
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.203198
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.194056
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.185587
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.177778
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.17063
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.164124
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.158264
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.153035
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.149641
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.152071
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.160828
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.176533
¡ (380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.200505
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.235473
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.28789
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.384656
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.401418
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.383089
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.365604
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.348952
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.333109
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.318058
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.303784
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.290269
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.277505
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.265472
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.254156
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.243552
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.233644
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.224425
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.215881
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.208008
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.200795
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.194234
(380.05, 14.17, 265.67) (388.31, 7.89, 248.74) (0.81, 2.16, 0.81) Human 3.188322
