¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(376.54, 16.11, 286.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.47717
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509998
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546971
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793214
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154897
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550888
Ú(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.987413
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.466226
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.989797
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57958
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23403
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9861
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83946
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84839
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06254
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4749
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15305
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61178
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82408
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930971
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122902
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328933
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550644
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78743
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036782
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305849
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597819
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752242
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841562
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172249
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569027
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007505
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485156
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01093
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60095
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26047
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01293
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87154
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89123
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11306
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5261
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23298
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.733
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940282
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132892
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339694
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562233
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798426
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050678
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320852
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614133
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933487
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016129
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189749
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587743
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.028246
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.504825
á(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03289
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62325
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28797
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04097
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90501
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9359
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16584
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59158
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31605
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85879
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949859
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143147
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350658
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57403
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809733
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063856
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336317
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630902
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951756
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302473
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334646
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607041
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049259
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.525228
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05718
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64649
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31496
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07021
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93989
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98232
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22101
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65754
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40233
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.68759
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959627
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153606
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361896
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585294
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821366
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076428
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352123
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648098
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970477
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322945
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600432
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675085
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068654
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.546378
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08049
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67066
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34169
ä(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10067
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9762
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03045
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27823
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71972
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49188
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.81839
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969607
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164291
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373413
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596375
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833297
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089347
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366784
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665714
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989707
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343995
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728845
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892565
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088367
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568277
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10287
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69579
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36949
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13236
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01496
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08029
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33276
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78444
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58472
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94184
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97984
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175244
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385149
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607763
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845569
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102594
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381124
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683776
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009395
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365546
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7501
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167729
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237606
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.590932
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12609
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72188
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39837
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1661
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05876
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13153
ê(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38577
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85172
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68254
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.07665
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43218
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990245
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186407
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39719
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619424
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858123
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116164
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395856
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700008
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02959
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387651
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771987
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19025
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535932
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633882
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15016
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7494
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42835
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20138
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10405
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18446
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44087
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92822
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78553
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2163
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65181
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000891
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197838
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409085
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631342
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870995
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130102
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410974
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716473
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049821
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410282
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793839
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209025
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667384
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856485
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17509
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77828
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45944
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23793
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15103
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23933
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50291
ğ(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01193
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89213
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.36088
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87862
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011769
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209478
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42045
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643595
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884214
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144339
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426434
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733289
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068207
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431978
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811536
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228498
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68889
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1997
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28744
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80671
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49163
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27577
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19956
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29641
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57281
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09849
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00159
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.52708
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022833
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221359
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4321
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656119
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897737
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158957
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442297
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750547
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087091
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448836
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829814
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248607
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711102
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2244
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59727
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83611
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52496
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31491
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24963
(376.64, 16.10, 286.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35534
