¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(401.17, 14.20, 244.00) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.837065
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684135
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902481
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13943
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392512
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668713
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971282
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304419
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187662
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624383
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112137
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660425
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28102
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96699
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76362
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68428
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56514
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94133
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3942
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.27784
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.14147
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.12389
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.77245
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.76156
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.29278
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.479952
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681492
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899615
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135541
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388281
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66409
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966209
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299028
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664458
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616009
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102788
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649858
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26903
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94722
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74084
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66112
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61399
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92215
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36175
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.20164
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.16906
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.90971
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.89729
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.88758
š(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.88575
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.26432
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47758
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678929
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89684
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131773
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384176
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659604
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96129
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293814
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658689
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607864
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093685
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639566
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25687
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92792
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71852
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63517
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66353
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89907
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.10764
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.07573
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.05753
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.94707
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.9346
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.92486
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.86386
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.38986
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.34638
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475285
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676448
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894158
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12812
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3802
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655261
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956526
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288773
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653112
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599944
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084824
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62961
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24351
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.909
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69678
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6098
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64277
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87453
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.13269
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.09854
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.07889
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.98736
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.97485
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.96508
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.07162
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.90217
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.53964
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.52806
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473063
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674051
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891564
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124584
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376351
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651056
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952803
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283906
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647728
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051458
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076224
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619905
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2306
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89059
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67555
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58508
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61983
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.21459
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.17039
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.13419
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.11337
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.03064
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.01808
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.00826
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.11822
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.94652
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.8763
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470919
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671735
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88906
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121169
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372632
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646993
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949646
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279217
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64254
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045689
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067859
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610485
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21808
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87473
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65481
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56098
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59767
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82761
˜(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.22384
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.18785
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.16754
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.07693
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.06432
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.05446
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.16807
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.99578
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.92202
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468851
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669501
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886644
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11787
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369042
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64307
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946064
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274703
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637547
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04038
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489151
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601384
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20607
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86102
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63465
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53747
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57633
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80527
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.28985
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.25574
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.23713
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.1263
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.11363
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.10373
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.22123
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.16968
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.97079
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466861
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667355
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88393
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11469
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365581
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639289
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942124
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270364
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63275
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035115
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483264
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592557
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19442
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84783
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61498
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51459
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55572
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78366
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19622
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.43699
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.41838
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.17879
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.16607
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.15612
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.37688
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.02263
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464947
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665291
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881108
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111629
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362249
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635651
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938342
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266202
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628146
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030066
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47762
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979861
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1832
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83511
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59577
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49226
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53592
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76278
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17344
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.4937
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.475
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.23446
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.22168
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.21168
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.98554
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 16.8644
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.07653
(401.35, 14.19, 243.98) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.07762
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463112
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663311
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878397
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108686
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359047
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632804
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934721
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262216
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623736
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025234
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472219
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973785
¤(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17244
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8229
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57714
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47059
(401.35, 14.19, 243.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51636
