¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(378.99, 15.87, 285.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495783
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876935
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098711
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342577
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605394
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891146
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204298
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.550716
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932717
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35715
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403477
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967836
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58305
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27623
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06909
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97762
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98814
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.69208
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.6502
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.61139
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.57563
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.55255
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.53243
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.5152
(378.76, 15.86, 284.30) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 17.03384
(378.76, 15.86, 284.30) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 18.43884
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298095
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475324
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66513
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869752
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090943
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332831
¦(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595782
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880647
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192694
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537668
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918273
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341071
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382952
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944745
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56411
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2547
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0444
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95042
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95648
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.77937
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.74711
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.71786
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.69159
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.66826
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.64785
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.63036
(378.76, 15.86, 284.30) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 17.03775
(378.76, 15.86, 284.30) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 18.44306
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.291974
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469306
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658657
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862772
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083396
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323303
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586432
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870436
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181499
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524971
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90422
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865047
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363011
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922293
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54593
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23404
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02069
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92437
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92622
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08133
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.86864
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.83902
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.81239
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.78874
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.76803
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.75026
(378.76, 15.86, 284.30) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 17.04498
(378.76, 15.86, 284.30) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 18.45088
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285991
˜(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463459
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652369
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855993
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076065
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314602
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577347
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860514
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170618
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512623
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890555
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847711
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343616
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900434
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52847
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21414
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99788
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89949
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89729
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04946
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.99516
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.96514
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.93814
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.91415
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.89313
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 14.87507
(378.76, 15.86, 284.30) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 17.05554
(378.76, 15.86, 284.30) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 18.4623
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.280151
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457787
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646269
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849416
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068954
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.306889
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568521
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850875
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160056
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500626
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388158
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830813
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324725
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879188
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50596
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19506
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97597
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87574
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86968
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01924
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.12684
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.09641
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.06903
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.04467
‘(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.02332
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.00495
(378.76, 15.86, 284.30) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 17.06944
(378.76, 15.86, 284.30) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 18.47732
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.274452
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452286
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640354
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843039
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06206
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299415
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559958
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841527
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149809
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488975
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373378
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814401
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306385
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858569
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48257
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17675
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95504
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8525
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8214
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0186
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.26387
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.233
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.20522
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.18049
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.1588
(378.76, 15.86, 284.30) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 15.1401
(378.76, 15.86, 284.30) (377.95, 7.54, 250.51) (1.36, 1.29, 1.33) Tools 17.68316
(378.76, 15.86, 284.30) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 17.34055
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.268895
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446959
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634625
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836864
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055384
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292176
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551655
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832463
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139875
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9629
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359051
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79847
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288561
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838538
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45986
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15778
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93048
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82081
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71913
 (378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86318
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35404
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.10995
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.07875
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.0508
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.02605
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.0045
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.55743
(378.76, 15.86, 284.30) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 17.36145
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263479
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441804
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629083
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83089
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048927
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285177
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543167
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823684
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130256
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95034
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345137
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783031
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271741
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821682
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44314
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13501
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90362
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78977
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61961
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70921
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37746
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.13271
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.10143
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.07341
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.0486
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.02699
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.52153
(378.76, 15.86, 284.30) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 17.38579
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.258026
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.436821
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623727
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825117
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042688
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278412
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534603
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815194
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58147
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938112
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332909
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771093
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259837
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808285
¨(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42795
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12042
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87775
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75987
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52275
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59616
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40276
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.15869
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.12733
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.09923
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.07436
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.05268
(378.76, 15.86, 284.30) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 16.48958
(378.76, 15.86, 284.30) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 17.41358
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.252315
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431378
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618557
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819545
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036666
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271884
(378.76, 15.86, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527504
